Notes,Region,Region Code,State,State Code,Year,Year Code,Month,Month Code,Avg Daily Max Air Temperature (F),Avg Daily Min Air Temperature (F),Avg Daily Max Heat Index (F)
,Census Region 2: Midwest,CENS-R2,Iowa,19,1989,1989,Jan,1,34.52,20.82,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1989,1989,Feb,2,20.63,6.05,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1989,1989,Mar,3,42.59,24.47,80.79
,Census Region 2: Midwest,CENS-R2,Iowa,19,1989,1989,Apr,4,60.97,40.8,85.1
,Census Region 2: Midwest,CENS-R2,Iowa,19,1989,1989,May,5,70.86,50.31,88.39
,Census Region 2: Midwest,CENS-R2,Iowa,19,1989,1989,Jun,6,79.5,59.31,85.93
,Census Region 2: Midwest,CENS-R2,Iowa,19,1989,1989,Jul,7,87.9,67.29,92.52
,Census Region 2: Midwest,CENS-R2,Iowa,19,1989,1989,Aug,8,87.12,63.76,89.38
,Census Region 2: Midwest,CENS-R2,Iowa,19,1989,1989,Sep,9,71.14,49.49,85.01
,Census Region 2: Midwest,CENS-R2,Iowa,19,1989,1989,Oct,10,63.75,42,80.51
,Census Region 2: Midwest,CENS-R2,Iowa,19,1989,1989,Nov,11,44.95,25.92,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1989,1989,Dec,12,21.65,7.68,Missing
Total,Census Region 2: Midwest,CENS-R2,Iowa,19,1989,1989,,,57.35,38.36,88.94
,Census Region 2: Midwest,CENS-R2,Iowa,19,1990,1990,Jan,1,35.98,21.73,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1990,1990,Feb,2,36.17,20.64,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1990,1990,Mar,3,49.15,33.53,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1990,1990,Apr,4,58.89,40.77,82.65
,Census Region 2: Midwest,CENS-R2,Iowa,19,1990,1990,May,5,67.1,48.71,81.64
,Census Region 2: Midwest,CENS-R2,Iowa,19,1990,1990,Jun,6,80.48,62.85,90.72
,Census Region 2: Midwest,CENS-R2,Iowa,19,1990,1990,Jul,7,80.14,64.03,93.13
,Census Region 2: Midwest,CENS-R2,Iowa,19,1990,1990,Aug,8,81.75,63.4,93.18
,Census Region 2: Midwest,CENS-R2,Iowa,19,1990,1990,Sep,9,77.71,55.96,90.33
,Census Region 2: Midwest,CENS-R2,Iowa,19,1990,1990,Oct,10,63.06,40.25,83.88
,Census Region 2: Midwest,CENS-R2,Iowa,19,1990,1990,Nov,11,52.01,33.28,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1990,1990,Dec,12,26.49,12.15,Missing
Total,Census Region 2: Midwest,CENS-R2,Iowa,19,1990,1990,,,59.18,41.54,91.24
,Census Region 2: Midwest,CENS-R2,Iowa,19,1991,1991,Jan,1,20.11,3.79,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1991,1991,Feb,2,36.08,22.32,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1991,1991,Mar,3,49.44,30.75,80.44
,Census Region 2: Midwest,CENS-R2,Iowa,19,1991,1991,Apr,4,61.35,43.54,81.16
,Census Region 2: Midwest,CENS-R2,Iowa,19,1991,1991,May,5,74.59,58.15,86.99
,Census Region 2: Midwest,CENS-R2,Iowa,19,1991,1991,Jun,6,82.65,65.05,91.29
,Census Region 2: Midwest,CENS-R2,Iowa,19,1991,1991,Jul,7,83.91,64.23,92.26
,Census Region 2: Midwest,CENS-R2,Iowa,19,1991,1991,Aug,8,84.81,62.88,90.92
,Census Region 2: Midwest,CENS-R2,Iowa,19,1991,1991,Sep,9,75.38,52.1,88.8
,Census Region 2: Midwest,CENS-R2,Iowa,19,1991,1991,Oct,10,62.77,40.5,81.27
,Census Region 2: Midwest,CENS-R2,Iowa,19,1991,1991,Nov,11,36,21.67,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1991,1991,Dec,12,34.01,21.74,Missing
Total,Census Region 2: Midwest,CENS-R2,Iowa,19,1991,1991,,,58.55,40.66,90.02
,Census Region 2: Midwest,CENS-R2,Iowa,19,1992,1992,Jan,1,33.91,21.13,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1992,1992,Feb,2,38.73,26.44,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1992,1992,Mar,3,48.55,32.67,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1992,1992,Apr,4,56.49,39.19,82.08
,Census Region 2: Midwest,CENS-R2,Iowa,19,1992,1992,May,5,69.75,50.59,82.82
,Census Region 2: Midwest,CENS-R2,Iowa,19,1992,1992,Jun,6,77.47,58.53,84.19
,Census Region 2: Midwest,CENS-R2,Iowa,19,1992,1992,Jul,7,78.88,61.69,87.94
,Census Region 2: Midwest,CENS-R2,Iowa,19,1992,1992,Aug,8,76.74,56.44,90.31
,Census Region 2: Midwest,CENS-R2,Iowa,19,1992,1992,Sep,9,73.13,50.93,86.39
,Census Region 2: Midwest,CENS-R2,Iowa,19,1992,1992,Oct,10,62.08,42.27,81.04
,Census Region 2: Midwest,CENS-R2,Iowa,19,1992,1992,Nov,11,40.41,30.15,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1992,1992,Dec,12,30.57,18.96,Missing
Total,Census Region 2: Midwest,CENS-R2,Iowa,19,1992,1992,,,57.28,40.78,86.59
,Census Region 2: Midwest,CENS-R2,Iowa,19,1993,1993,Jan,1,23.38,10.42,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1993,1993,Feb,2,25.16,13.21,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1993,1993,Mar,3,39.39,25.58,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1993,1993,Apr,4,55.03,38.18,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1993,1993,May,5,68.12,51.1,83.85
,Census Region 2: Midwest,CENS-R2,Iowa,19,1993,1993,Jun,6,75.87,58.95,86.62
,Census Region 2: Midwest,CENS-R2,Iowa,19,1993,1993,Jul,7,79.47,64.67,89.9
,Census Region 2: Midwest,CENS-R2,Iowa,19,1993,1993,Aug,8,79.77,63.91,92.8
,Census Region 2: Midwest,CENS-R2,Iowa,19,1993,1993,Sep,9,65.11,48.3,88.93
,Census Region 2: Midwest,CENS-R2,Iowa,19,1993,1993,Oct,10,57.28,40.35,82.7
,Census Region 2: Midwest,CENS-R2,Iowa,19,1993,1993,Nov,11,41.91,27.9,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1993,1993,Dec,12,32.74,21.79,Missing
Total,Census Region 2: Midwest,CENS-R2,Iowa,19,1993,1993,,,53.77,38.86,89.97
,Census Region 2: Midwest,CENS-R2,Iowa,19,1994,1994,Jan,1,17.97,5.19,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1994,1994,Feb,2,25.16,11.21,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1994,1994,Mar,3,47.86,29.75,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1994,1994,Apr,4,59.59,38.88,82.83
,Census Region 2: Midwest,CENS-R2,Iowa,19,1994,1994,May,5,70.85,50.84,84.11
,Census Region 2: Midwest,CENS-R2,Iowa,19,1994,1994,Jun,6,80.36,63.42,90.93
,Census Region 2: Midwest,CENS-R2,Iowa,19,1994,1994,Jul,7,80.67,63.54,89.98
,Census Region 2: Midwest,CENS-R2,Iowa,19,1994,1994,Aug,8,80.45,59.59,90.3
,Census Region 2: Midwest,CENS-R2,Iowa,19,1994,1994,Sep,9,76.15,54.3,87.01
,Census Region 2: Midwest,CENS-R2,Iowa,19,1994,1994,Oct,10,63.73,45.26,81.79
,Census Region 2: Midwest,CENS-R2,Iowa,19,1994,1994,Nov,11,48.95,33.12,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1994,1994,Dec,12,32.05,19.7,Missing
Total,Census Region 2: Midwest,CENS-R2,Iowa,19,1994,1994,,,57.14,39.71,89.14
,Census Region 2: Midwest,CENS-R2,Iowa,19,1995,1995,Jan,1,24.04,12.15,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1995,1995,Feb,2,31.79,18.18,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1995,1995,Mar,3,45.85,30.82,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1995,1995,Apr,4,53.9,37.14,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1995,1995,May,5,65.07,49.14,83.12
,Census Region 2: Midwest,CENS-R2,Iowa,19,1995,1995,Jun,6,78.54,62.03,88.18
,Census Region 2: Midwest,CENS-R2,Iowa,19,1995,1995,Jul,7,83.61,65.82,94.36
,Census Region 2: Midwest,CENS-R2,Iowa,19,1995,1995,Aug,8,87.56,68.15,96.01
,Census Region 2: Midwest,CENS-R2,Iowa,19,1995,1995,Sep,9,72.84,49.69,86.52
,Census Region 2: Midwest,CENS-R2,Iowa,19,1995,1995,Oct,10,61.03,42.58,81.69
,Census Region 2: Midwest,CENS-R2,Iowa,19,1995,1995,Nov,11,37.73,23.9,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1995,1995,Dec,12,27.9,16.41,Missing
Total,Census Region 2: Midwest,CENS-R2,Iowa,19,1995,1995,,,55.97,39.81,92.57
,Census Region 2: Midwest,CENS-R2,Iowa,19,1996,1996,Jan,1,19.57,3.68,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1996,1996,Feb,2,27.88,12.4,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1996,1996,Mar,3,37.81,20.31,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1996,1996,Apr,4,55.92,35.99,80.76
,Census Region 2: Midwest,CENS-R2,Iowa,19,1996,1996,May,5,65.76,49.34,90.44
,Census Region 2: Midwest,CENS-R2,Iowa,19,1996,1996,Jun,6,78.99,61.74,90.25
,Census Region 2: Midwest,CENS-R2,Iowa,19,1996,1996,Jul,7,79.09,61.67,89.03
,Census Region 2: Midwest,CENS-R2,Iowa,19,1996,1996,Aug,8,81.49,62.17,87.9
,Census Region 2: Midwest,CENS-R2,Iowa,19,1996,1996,Sep,9,73.17,52.43,86.22
,Census Region 2: Midwest,CENS-R2,Iowa,19,1996,1996,Oct,10,63.14,41.62,81.44
,Census Region 2: Midwest,CENS-R2,Iowa,19,1996,1996,Nov,11,36.19,23.66,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1996,1996,Dec,12,24.64,12.21,Missing
Total,Census Region 2: Midwest,CENS-R2,Iowa,19,1996,1996,,,53.7,36.49,88.52
,Census Region 2: Midwest,CENS-R2,Iowa,19,1997,1997,Jan,1,20.81,5.43,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1997,1997,Feb,2,29.83,15.56,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1997,1997,Mar,3,45.38,26.94,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1997,1997,Apr,4,52.66,36.92,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1997,1997,May,5,63.88,45.25,82.88
,Census Region 2: Midwest,CENS-R2,Iowa,19,1997,1997,Jun,6,80.75,62.53,89.27
,Census Region 2: Midwest,CENS-R2,Iowa,19,1997,1997,Jul,7,83.23,65.22,96.71
,Census Region 2: Midwest,CENS-R2,Iowa,19,1997,1997,Aug,8,82.96,62.01,91.2
,Census Region 2: Midwest,CENS-R2,Iowa,19,1997,1997,Sep,9,77.42,55.13,87.1
,Census Region 2: Midwest,CENS-R2,Iowa,19,1997,1997,Oct,10,62.6,43.35,85.47
,Census Region 2: Midwest,CENS-R2,Iowa,19,1997,1997,Nov,11,40.56,28.05,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1997,1997,Dec,12,31.6,22.25,Missing
Total,Census Region 2: Midwest,CENS-R2,Iowa,19,1997,1997,,,56.11,39.17,90.88
,Census Region 2: Midwest,CENS-R2,Iowa,19,1998,1998,Jan,1,28.13,17.18,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1998,1998,Feb,2,39.67,28.65,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1998,1998,Mar,3,39.22,27.47,81
,Census Region 2: Midwest,CENS-R2,Iowa,19,1998,1998,Apr,4,59.09,42.24,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1998,1998,May,5,76.08,56.97,89
,Census Region 2: Midwest,CENS-R2,Iowa,19,1998,1998,Jun,6,76.65,60.79,93.25
,Census Region 2: Midwest,CENS-R2,Iowa,19,1998,1998,Jul,7,83.52,67.41,93.38
,Census Region 2: Midwest,CENS-R2,Iowa,19,1998,1998,Aug,8,82.97,65.49,91.49
,Census Region 2: Midwest,CENS-R2,Iowa,19,1998,1998,Sep,9,80.13,56.86,87.54
,Census Region 2: Midwest,CENS-R2,Iowa,19,1998,1998,Oct,10,63.4,45.13,81.07
,Census Region 2: Midwest,CENS-R2,Iowa,19,1998,1998,Nov,11,48.91,33.21,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1998,1998,Dec,12,36.27,21.92,Missing
Total,Census Region 2: Midwest,CENS-R2,Iowa,19,1998,1998,,,59.59,43.68,91.16
,Census Region 2: Midwest,CENS-R2,Iowa,19,1999,1999,Jan,1,22.77,7.79,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1999,1999,Feb,2,37.39,25.08,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1999,1999,Mar,3,44.05,27.7,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1999,1999,Apr,4,58.71,42.55,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1999,1999,May,5,69.78,52.55,83
,Census Region 2: Midwest,CENS-R2,Iowa,19,1999,1999,Jun,6,77.39,60.23,89.25
,Census Region 2: Midwest,CENS-R2,Iowa,19,1999,1999,Jul,7,85.88,67.92,100.49
,Census Region 2: Midwest,CENS-R2,Iowa,19,1999,1999,Aug,8,80.26,60.86,89.05
,Census Region 2: Midwest,CENS-R2,Iowa,19,1999,1999,Sep,9,73.07,49.27,86.5
,Census Region 2: Midwest,CENS-R2,Iowa,19,1999,1999,Oct,10,63.83,40.01,81.05
,Census Region 2: Midwest,CENS-R2,Iowa,19,1999,1999,Nov,11,56.08,34.07,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,1999,1999,Dec,12,35.51,20.17,Missing
Total,Census Region 2: Midwest,CENS-R2,Iowa,19,1999,1999,,,58.82,40.75,92.92
,Census Region 2: Midwest,CENS-R2,Iowa,19,2000,2000,Jan,1,29.57,15.2,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2000,2000,Feb,2,42.53,26.64,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2000,2000,Mar,3,54.87,35.76,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2000,2000,Apr,4,61.73,40.23,79.98
,Census Region 2: Midwest,CENS-R2,Iowa,19,2000,2000,May,5,75.21,53.36,85.9
,Census Region 2: Midwest,CENS-R2,Iowa,19,2000,2000,Jun,6,79.23,58.78,88.34
,Census Region 2: Midwest,CENS-R2,Iowa,19,2000,2000,Jul,7,83.53,65.24,92
,Census Region 2: Midwest,CENS-R2,Iowa,19,2000,2000,Aug,8,89.79,64.48,95.41
,Census Region 2: Midwest,CENS-R2,Iowa,19,2000,2000,Sep,9,80.32,52.32,90.51
,Census Region 2: Midwest,CENS-R2,Iowa,19,2000,2000,Oct,10,67.05,46.2,81.77
,Census Region 2: Midwest,CENS-R2,Iowa,19,2000,2000,Nov,11,40.43,26.34,81.07
,Census Region 2: Midwest,CENS-R2,Iowa,19,2000,2000,Dec,12,17.14,1.3,Missing
Total,Census Region 2: Midwest,CENS-R2,Iowa,19,2000,2000,,,60.15,40.52,91.4
,Census Region 2: Midwest,CENS-R2,Iowa,19,2001,2001,Jan,1,25.19,10.93,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2001,2001,Feb,2,24.64,7.89,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2001,2001,Mar,3,38.3,22.82,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2001,2001,Apr,4,64.78,43.61,80.87
,Census Region 2: Midwest,CENS-R2,Iowa,19,2001,2001,May,5,69.73,52.28,86.26
,Census Region 2: Midwest,CENS-R2,Iowa,19,2001,2001,Jun,6,78.85,60.5,89.95
,Census Region 2: Midwest,CENS-R2,Iowa,19,2001,2001,Jul,7,85.38,67.07,96.54
,Census Region 2: Midwest,CENS-R2,Iowa,19,2001,2001,Aug,8,86.17,63.93,93.39
,Census Region 2: Midwest,CENS-R2,Iowa,19,2001,2001,Sep,9,73.05,51.9,86.84
,Census Region 2: Midwest,CENS-R2,Iowa,19,2001,2001,Oct,10,61.04,41.62,80.88
,Census Region 2: Midwest,CENS-R2,Iowa,19,2001,2001,Nov,11,57.99,39.14,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2001,2001,Dec,12,38.55,24.58,Missing
Total,Census Region 2: Midwest,CENS-R2,Iowa,19,2001,2001,,,58.81,40.7,92.18
,Census Region 2: Midwest,CENS-R2,Iowa,19,2002,2002,Jan,1,34.53,21.22,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2002,2002,Feb,2,35.2,20.45,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2002,2002,Mar,3,39.47,22.92,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2002,2002,Apr,4,59.77,41.3,85.76
,Census Region 2: Midwest,CENS-R2,Iowa,19,2002,2002,May,5,67.49,48.01,84.69
,Census Region 2: Midwest,CENS-R2,Iowa,19,2002,2002,Jun,6,83.26,63.64,91.35
,Census Region 2: Midwest,CENS-R2,Iowa,19,2002,2002,Jul,7,88.2,68.21,96.87
,Census Region 2: Midwest,CENS-R2,Iowa,19,2002,2002,Aug,8,82.72,61.96,89.78
,Census Region 2: Midwest,CENS-R2,Iowa,19,2002,2002,Sep,9,79.71,55.33,88.57
,Census Region 2: Midwest,CENS-R2,Iowa,19,2002,2002,Oct,10,54.65,38.91,84.92
,Census Region 2: Midwest,CENS-R2,Iowa,19,2002,2002,Nov,11,43.92,28.96,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2002,2002,Dec,12,36.65,22.48,Missing
Total,Census Region 2: Midwest,CENS-R2,Iowa,19,2002,2002,,,58.91,41.21,91.51
,Census Region 2: Midwest,CENS-R2,Iowa,19,2003,2003,Jan,1,24.94,11.95,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2003,2003,Feb,2,26.62,11.52,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2003,2003,Mar,3,45.05,27.89,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2003,2003,Apr,4,62.11,41.59,82.52
,Census Region 2: Midwest,CENS-R2,Iowa,19,2003,2003,May,5,68.64,50,81.27
,Census Region 2: Midwest,CENS-R2,Iowa,19,2003,2003,Jun,6,78.15,58.26,86.39
,Census Region 2: Midwest,CENS-R2,Iowa,19,2003,2003,Jul,7,86.34,64.56,92.73
,Census Region 2: Midwest,CENS-R2,Iowa,19,2003,2003,Aug,8,92.84,64.48,93.78
,Census Region 2: Midwest,CENS-R2,Iowa,19,2003,2003,Sep,9,75.24,50.08,85.65
,Census Region 2: Midwest,CENS-R2,Iowa,19,2003,2003,Oct,10,66.4,43.36,80.91
,Census Region 2: Midwest,CENS-R2,Iowa,19,2003,2003,Nov,11,45.22,29.9,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2003,2003,Dec,12,32.34,21.59,Missing
Total,Census Region 2: Midwest,CENS-R2,Iowa,19,2003,2003,,,58.85,39.77,89.95
,Census Region 2: Midwest,CENS-R2,Iowa,19,2004,2004,Jan,1,23.57,10.5,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2004,2004,Feb,2,28.73,13.47,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2004,2004,Mar,3,49.87,34.23,81.49
,Census Region 2: Midwest,CENS-R2,Iowa,19,2004,2004,Apr,4,63.06,42.64,82.33
,Census Region 2: Midwest,CENS-R2,Iowa,19,2004,2004,May,5,73.43,53.53,85.7
,Census Region 2: Midwest,CENS-R2,Iowa,19,2004,2004,Jun,6,76.7,58.6,88.78
,Census Region 2: Midwest,CENS-R2,Iowa,19,2004,2004,Jul,7,81.05,63.28,91.18
,Census Region 2: Midwest,CENS-R2,Iowa,19,2004,2004,Aug,8,78.87,57.96,91.26
,Census Region 2: Midwest,CENS-R2,Iowa,19,2004,2004,Sep,9,80.03,54.46,86.01
,Census Region 2: Midwest,CENS-R2,Iowa,19,2004,2004,Oct,10,65.59,43.69,81.99
,Census Region 2: Midwest,CENS-R2,Iowa,19,2004,2004,Nov,11,48.93,33.79,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2004,2004,Dec,12,33.79,19.79,Missing
Total,Census Region 2: Midwest,CENS-R2,Iowa,19,2004,2004,,,58.7,40.57,88.44
,Census Region 2: Midwest,CENS-R2,Iowa,19,2005,2005,Jan,1,24.1,12.05,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2005,2005,Feb,2,36.38,25.18,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2005,2005,Mar,3,44.39,28.37,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2005,2005,Apr,4,63.48,44.4,80.72
,Census Region 2: Midwest,CENS-R2,Iowa,19,2005,2005,May,5,68.95,49.78,82.14
,Census Region 2: Midwest,CENS-R2,Iowa,19,2005,2005,Jun,6,83.17,64.63,90.25
,Census Region 2: Midwest,CENS-R2,Iowa,19,2005,2005,Jul,7,87.92,65.46,93.93
,Census Region 2: Midwest,CENS-R2,Iowa,19,2005,2005,Aug,8,87.47,63.38,91.38
,Census Region 2: Midwest,CENS-R2,Iowa,19,2005,2005,Sep,9,83.07,56.41,89.13
,Census Region 2: Midwest,CENS-R2,Iowa,19,2005,2005,Oct,10,65.2,44.65,86.49
,Census Region 2: Midwest,CENS-R2,Iowa,19,2005,2005,Nov,11,50.42,31.3,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2005,2005,Dec,12,27.02,16.42,Missing
Total,Census Region 2: Midwest,CENS-R2,Iowa,19,2005,2005,,,60.22,41.89,90.87
,Census Region 2: Midwest,CENS-R2,Iowa,19,2006,2006,Jan,1,38.54,27.02,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2006,2006,Feb,2,32.27,17.9,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2006,2006,Mar,3,42.59,28.11,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2006,2006,Apr,4,65,43.9,83.42
,Census Region 2: Midwest,CENS-R2,Iowa,19,2006,2006,May,5,71.38,53.1,88.83
,Census Region 2: Midwest,CENS-R2,Iowa,19,2006,2006,Jun,6,81.89,61.63,85.98
,Census Region 2: Midwest,CENS-R2,Iowa,19,2006,2006,Jul,7,92.47,67.19,96.5
,Census Region 2: Midwest,CENS-R2,Iowa,19,2006,2006,Aug,8,85.28,64.04,90.81
,Census Region 2: Midwest,CENS-R2,Iowa,19,2006,2006,Sep,9,73.23,51.4,83.06
,Census Region 2: Midwest,CENS-R2,Iowa,19,2006,2006,Oct,10,59.3,39.91,86.79
,Census Region 2: Midwest,CENS-R2,Iowa,19,2006,2006,Nov,11,48.87,31.01,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2006,2006,Dec,12,38.76,24.9,Missing
Total,Census Region 2: Midwest,CENS-R2,Iowa,19,2006,2006,,,60.96,42.66,90.33
,Census Region 2: Midwest,CENS-R2,Iowa,19,2007,2007,Jan,1,28,15.85,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2007,2007,Feb,2,21.74,10.48,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2007,2007,Mar,3,50.7,32.78,81.26
,Census Region 2: Midwest,CENS-R2,Iowa,19,2007,2007,Apr,4,56.51,38.14,84.78
,Census Region 2: Midwest,CENS-R2,Iowa,19,2007,2007,May,5,75.71,55.27,83.23
,Census Region 2: Midwest,CENS-R2,Iowa,19,2007,2007,Jun,6,81.37,61.4,88.74
,Census Region 2: Midwest,CENS-R2,Iowa,19,2007,2007,Jul,7,88.49,63.91,91.7
,Census Region 2: Midwest,CENS-R2,Iowa,19,2007,2007,Aug,8,88.79,67.21,98.43
,Census Region 2: Midwest,CENS-R2,Iowa,19,2007,2007,Sep,9,77.2,53.62,87.19
,Census Region 2: Midwest,CENS-R2,Iowa,19,2007,2007,Oct,10,65.74,47.4,88.61
,Census Region 2: Midwest,CENS-R2,Iowa,19,2007,2007,Nov,11,47.29,30.08,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2007,2007,Dec,12,25.03,11.48,Missing
Total,Census Region 2: Midwest,CENS-R2,Iowa,19,2007,2007,,,59.11,40.83,91.25
,Census Region 2: Midwest,CENS-R2,Iowa,19,2008,2008,Jan,1,22.55,7.71,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2008,2008,Feb,2,23.78,8.4,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2008,2008,Mar,3,41.04,25.72,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2008,2008,Apr,4,56.69,38.66,81.33
,Census Region 2: Midwest,CENS-R2,Iowa,19,2008,2008,May,5,68.06,48.35,86.21
,Census Region 2: Midwest,CENS-R2,Iowa,19,2008,2008,Jun,6,79.61,60.78,87.25
,Census Region 2: Midwest,CENS-R2,Iowa,19,2008,2008,Jul,7,83.58,64.97,93.29
,Census Region 2: Midwest,CENS-R2,Iowa,19,2008,2008,Aug,8,82.1,60.64,88.61
,Census Region 2: Midwest,CENS-R2,Iowa,19,2008,2008,Sep,9,74.9,53.69,84.66
,Census Region 2: Midwest,CENS-R2,Iowa,19,2008,2008,Oct,10,61.68,42.26,82.27
,Census Region 2: Midwest,CENS-R2,Iowa,19,2008,2008,Nov,11,45.35,31.3,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2008,2008,Dec,12,25.89,11.19,Missing
Total,Census Region 2: Midwest,CENS-R2,Iowa,19,2008,2008,,,55.51,37.88,89.38
,Census Region 2: Midwest,CENS-R2,Iowa,19,2009,2009,Jan,1,21.15,7.23,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2009,2009,Feb,2,33.3,18.23,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2009,2009,Mar,3,46.42,28.93,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2009,2009,Apr,4,58.97,39.09,83.31
,Census Region 2: Midwest,CENS-R2,Iowa,19,2009,2009,May,5,70.43,50.83,82.6
,Census Region 2: Midwest,CENS-R2,Iowa,19,2009,2009,Jun,6,78.69,61.37,93.94
,Census Region 2: Midwest,CENS-R2,Iowa,19,2009,2009,Jul,7,81.08,59.64,85.95
,Census Region 2: Midwest,CENS-R2,Iowa,19,2009,2009,Aug,8,85.17,59.93,90.01
,Census Region 2: Midwest,CENS-R2,Iowa,19,2009,2009,Sep,9,79.82,56.31,84.11
,Census Region 2: Midwest,CENS-R2,Iowa,19,2009,2009,Oct,10,53.13,39.24,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2009,2009,Nov,11,53.66,37,Missing
,Census Region 2: Midwest,CENS-R2,Iowa,19,2009,2009,Dec,12,26.01,12.86,Missing
Total,Census Region 2: Midwest,CENS-R2,Iowa,19,2009,2009,,,57.4,39.29,87.94
,Census Region 2: Midwest,CENS-R2,Iowa,19,2010,2010,Jan,1,19.34,5.86,Missing
