Notes,Region,Region Code,State,State Code,Year,Year Code,Month,Month Code,Avg Daily Max Air Temperature (F),Avg Daily Min Air Temperature (F),Avg Daily Max Heat Index (F)
,Census Region 3: South,CENS-R3,Virginia,51,1999,1999,Feb,2,48.71,31.7,Missing
,Census Region 3: South,CENS-R3,Virginia,51,1999,1999,Mar,3,49.88,31.82,Missing
,Census Region 3: South,CENS-R3,Virginia,51,1999,1999,Apr,4,64.11,45.16,82.53
,Census Region 3: South,CENS-R3,Virginia,51,1999,1999,May,5,72.54,51.91,83.8
,Census Region 3: South,CENS-R3,Virginia,51,1999,1999,Jun,6,78.88,60.98,88.56
,Census Region 3: South,CENS-R3,Virginia,51,1999,1999,Jul,7,87.77,69.72,95.43
,Census Region 3: South,CENS-R3,Virginia,51,1999,1999,Aug,8,86.52,66.85,90.64
,Census Region 3: South,CENS-R3,Virginia,51,1999,1999,Sep,9,75.8,57.94,84.8
,Census Region 3: South,CENS-R3,Virginia,51,1999,1999,Oct,10,65.6,46.86,82.53
,Census Region 3: South,CENS-R3,Virginia,51,1999,1999,Nov,11,60.34,42.18,Missing
,Census Region 3: South,CENS-R3,Virginia,51,1999,1999,Dec,12,48.62,32.58,Missing
Total,Census Region 3: South,CENS-R3,Virginia,51,1999,1999,,,65.51,47.44,90.58
,Census Region 3: South,CENS-R3,Virginia,51,2000,2000,Jan,1,41.71,26.15,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2000,2000,Feb,2,50.86,32.67,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2000,2000,Mar,3,59.66,39.3,80.28
,Census Region 3: South,CENS-R3,Virginia,51,2000,2000,Apr,4,62.3,44.52,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2000,2000,May,5,75.69,55.15,87.43
,Census Region 3: South,CENS-R3,Virginia,51,2000,2000,Jun,6,81.77,64.24,90.05
,Census Region 3: South,CENS-R3,Virginia,51,2000,2000,Jul,7,80.8,65.3,87.53
,Census Region 3: South,CENS-R3,Virginia,51,2000,2000,Aug,8,81.73,65.95,89.36
,Census Region 3: South,CENS-R3,Virginia,51,2000,2000,Sep,9,74.52,58.23,86.18
,Census Region 3: South,CENS-R3,Virginia,51,2000,2000,Oct,10,69.11,47.41,85.13
,Census Region 3: South,CENS-R3,Virginia,51,2000,2000,Nov,11,53.15,35.28,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2000,2000,Dec,12,37.82,22.75,Missing
Total,Census Region 3: South,CENS-R3,Virginia,51,2000,2000,,,64.13,46.44,88.27
,Census Region 3: South,CENS-R3,Virginia,51,2001,2001,Jan,1,42.17,27.16,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2001,2001,Feb,2,49.16,31.77,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2001,2001,Mar,3,50.27,34.12,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2001,2001,Apr,4,66.38,46.1,83.88
,Census Region 3: South,CENS-R3,Virginia,51,2001,2001,May,5,72.25,53.73,83.45
,Census Region 3: South,CENS-R3,Virginia,51,2001,2001,Jun,6,79.89,63.89,88.2
,Census Region 3: South,CENS-R3,Virginia,51,2001,2001,Jul,7,80.94,64.2,87.27
,Census Region 3: South,CENS-R3,Virginia,51,2001,2001,Aug,8,84.88,68.85,90.44
,Census Region 3: South,CENS-R3,Virginia,51,2001,2001,Sep,9,75.58,57.78,84.47
,Census Region 3: South,CENS-R3,Virginia,51,2001,2001,Oct,10,67.9,45.66,82.03
,Census Region 3: South,CENS-R3,Virginia,51,2001,2001,Nov,11,64.21,42.64,80.72
,Census Region 3: South,CENS-R3,Virginia,51,2001,2001,Dec,12,51.96,36.28,Missing
Total,Census Region 3: South,CENS-R3,Virginia,51,2001,2001,,,65.53,47.76,87.44
,Census Region 3: South,CENS-R3,Virginia,51,2002,2002,Jan,1,47.63,30.75,80.56
,Census Region 3: South,CENS-R3,Virginia,51,2002,2002,Feb,2,49.97,29.84,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2002,2002,Mar,3,57.54,37.48,82.46
,Census Region 3: South,CENS-R3,Virginia,51,2002,2002,Apr,4,67.43,48.38,86.07
,Census Region 3: South,CENS-R3,Virginia,51,2002,2002,May,5,72.47,52.41,85.83
,Census Region 3: South,CENS-R3,Virginia,51,2002,2002,Jun,6,83.98,63.65,89.16
,Census Region 3: South,CENS-R3,Virginia,51,2002,2002,Jul,7,87.68,68.95,92.91
,Census Region 3: South,CENS-R3,Virginia,51,2002,2002,Aug,8,87.44,68.6,92.46
,Census Region 3: South,CENS-R3,Virginia,51,2002,2002,Sep,9,81.12,62.68,86.13
,Census Region 3: South,CENS-R3,Virginia,51,2002,2002,Oct,10,66.17,52.47,87.92
,Census Region 3: South,CENS-R3,Virginia,51,2002,2002,Nov,11,53.04,37.74,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2002,2002,Dec,12,42.27,29.12,Missing
Total,Census Region 3: South,CENS-R3,Virginia,51,2002,2002,,,66.48,48.61,89.81
,Census Region 3: South,CENS-R3,Virginia,51,2003,2003,Jan,1,36.79,24,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2003,2003,Feb,2,41.52,27.88,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2003,2003,Mar,3,57.73,39.25,83.13
,Census Region 3: South,CENS-R3,Virginia,51,2003,2003,Apr,4,63.87,45.62,81.63
,Census Region 3: South,CENS-R3,Virginia,51,2003,2003,May,5,69.08,53.88,86.81
,Census Region 3: South,CENS-R3,Virginia,51,2003,2003,Jun,6,76.88,61.68,89.78
,Census Region 3: South,CENS-R3,Virginia,51,2003,2003,Jul,7,81.94,67.96,91.14
,Census Region 3: South,CENS-R3,Virginia,51,2003,2003,Aug,8,82.52,69.17,91.38
,Census Region 3: South,CENS-R3,Virginia,51,2003,2003,Sep,9,74.61,59.91,87.81
,Census Region 3: South,CENS-R3,Virginia,51,2003,2003,Oct,10,64.41,48,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2003,2003,Nov,11,60.23,43.26,84.06
,Census Region 3: South,CENS-R3,Virginia,51,2003,2003,Dec,12,43.19,28.75,Missing
Total,Census Region 3: South,CENS-R3,Virginia,51,2003,2003,,,62.84,47.55,90.34
,Census Region 3: South,CENS-R3,Virginia,51,2004,2004,Jan,1,38.45,24.11,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2004,2004,Feb,2,44.19,27.88,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2004,2004,Mar,3,55.35,38.57,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2004,2004,Apr,4,63.77,45.96,82.71
,Census Region 3: South,CENS-R3,Virginia,51,2004,2004,May,5,77.22,60.61,87.4
,Census Region 3: South,CENS-R3,Virginia,51,2004,2004,Jun,6,78.15,62.86,88.5
,Census Region 3: South,CENS-R3,Virginia,51,2004,2004,Jul,7,81.98,67.96,89.43
,Census Region 3: South,CENS-R3,Virginia,51,2004,2004,Aug,8,80.02,65.13,88.76
,Census Region 3: South,CENS-R3,Virginia,51,2004,2004,Sep,9,75.63,60.46,84.21
,Census Region 3: South,CENS-R3,Virginia,51,2004,2004,Oct,10,66.1,51.25,83.06
,Census Region 3: South,CENS-R3,Virginia,51,2004,2004,Nov,11,57.14,41.82,82.57
,Census Region 3: South,CENS-R3,Virginia,51,2004,2004,Dec,12,46.07,30.76,Missing
Total,Census Region 3: South,CENS-R3,Virginia,51,2004,2004,,,63.73,48.17,88.03
,Census Region 3: South,CENS-R3,Virginia,51,2005,2005,Jan,1,45.14,30.25,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2005,2005,Feb,2,46.62,31.37,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2005,2005,Mar,3,50.27,34.71,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2005,2005,Apr,4,63.4,44.57,81.06
,Census Region 3: South,CENS-R3,Virginia,51,2005,2005,May,5,67.86,50.19,83.83
,Census Region 3: South,CENS-R3,Virginia,51,2005,2005,Jun,6,79.58,64.06,90.04
,Census Region 3: South,CENS-R3,Virginia,51,2005,2005,Jul,7,85.21,70.45,93.35
,Census Region 3: South,CENS-R3,Virginia,51,2005,2005,Aug,8,84.48,69.79,92.12
,Census Region 3: South,CENS-R3,Virginia,51,2005,2005,Sep,9,80.99,62.82,87.06
,Census Region 3: South,CENS-R3,Virginia,51,2005,2005,Oct,10,67.46,51.11,84.26
,Census Region 3: South,CENS-R3,Virginia,51,2005,2005,Nov,11,58.82,39.96,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2005,2005,Dec,12,41.68,27.8,Missing
Total,Census Region 3: South,CENS-R3,Virginia,51,2005,2005,,,64.37,48.18,90.63
,Census Region 3: South,CENS-R3,Virginia,51,2006,2006,Jan,1,51.35,34.51,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2006,2006,Feb,2,45.04,28.88,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2006,2006,Mar,3,54.7,36.58,82.96
,Census Region 3: South,CENS-R3,Virginia,51,2006,2006,Apr,4,68.09,47.64,81.86
,Census Region 3: South,CENS-R3,Virginia,51,2006,2006,May,5,71.23,51.48,87.86
,Census Region 3: South,CENS-R3,Virginia,51,2006,2006,Jun,6,79.24,62.26,88.09
,Census Region 3: South,CENS-R3,Virginia,51,2006,2006,Jul,7,85.91,69.25,92.59
,Census Region 3: South,CENS-R3,Virginia,51,2006,2006,Aug,8,86.82,68.98,92.13
,Census Region 3: South,CENS-R3,Virginia,51,2006,2006,Sep,9,74.21,58.32,85.12
,Census Region 3: South,CENS-R3,Virginia,51,2006,2006,Oct,10,64.41,46.11,83.79
,Census Region 3: South,CENS-R3,Virginia,51,2006,2006,Nov,11,57.62,42.28,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2006,2006,Dec,12,51.98,34.89,Missing
Total,Census Region 3: South,CENS-R3,Virginia,51,2006,2006,,,66.01,48.55,90.24
,Census Region 3: South,CENS-R3,Virginia,51,2007,2007,Jan,1,47.56,32.5,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2007,2007,Feb,2,38.04,22.74,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2007,2007,Mar,3,58.24,38.55,82.3
,Census Region 3: South,CENS-R3,Virginia,51,2007,2007,Apr,4,61.24,43.5,82.06
,Census Region 3: South,CENS-R3,Virginia,51,2007,2007,May,5,73.38,54.12,85.48
,Census Region 3: South,CENS-R3,Virginia,51,2007,2007,Jun,6,81.2,63.06,88.74
,Census Region 3: South,CENS-R3,Virginia,51,2007,2007,Jul,7,84.34,65.81,88.95
,Census Region 3: South,CENS-R3,Virginia,51,2007,2007,Aug,8,90.66,69.81,94.67
,Census Region 3: South,CENS-R3,Virginia,51,2007,2007,Sep,9,83.05,61.22,88.13
,Census Region 3: South,CENS-R3,Virginia,51,2007,2007,Oct,10,75.31,55.08,85.85
,Census Region 3: South,CENS-R3,Virginia,51,2007,2007,Nov,11,55.85,38.11,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2007,2007,Dec,12,49.11,34.73,Missing
Total,Census Region 3: South,CENS-R3,Virginia,51,2007,2007,,,66.69,48.44,89.59
,Census Region 3: South,CENS-R3,Virginia,51,2008,2008,Jan,1,43.22,27.81,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2008,2008,Feb,2,49.28,31.28,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2008,2008,Mar,3,56.5,36.45,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2008,2008,Apr,4,65.39,47.5,82.17
,Census Region 3: South,CENS-R3,Virginia,51,2008,2008,May,5,71.28,50.81,85.01
,Census Region 3: South,CENS-R3,Virginia,51,2008,2008,Jun,6,84.77,64.49,90.5
,Census Region 3: South,CENS-R3,Virginia,51,2008,2008,Jul,7,86.26,67.23,90.07
,Census Region 3: South,CENS-R3,Virginia,51,2008,2008,Aug,8,84.93,64.5,87.73
,Census Region 3: South,CENS-R3,Virginia,51,2008,2008,Sep,9,79.52,61.4,88.22
,Census Region 3: South,CENS-R3,Virginia,51,2008,2008,Oct,10,66.32,46.52,82.83
,Census Region 3: South,CENS-R3,Virginia,51,2008,2008,Nov,11,52.65,36.76,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2008,2008,Dec,12,48.65,32.65,Missing
Total,Census Region 3: South,CENS-R3,Virginia,51,2008,2008,,,65.77,47.31,88.8
,Census Region 3: South,CENS-R3,Virginia,51,2009,2009,Jan,1,40.37,25.75,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2009,2009,Feb,2,47.44,29.01,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2009,2009,Mar,3,53.91,36.07,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2009,2009,Apr,4,65.6,45.26,84.77
,Census Region 3: South,CENS-R3,Virginia,51,2009,2009,May,5,72.46,56.15,84.48
,Census Region 3: South,CENS-R3,Virginia,51,2009,2009,Jun,6,80.95,63.89,87.77
,Census Region 3: South,CENS-R3,Virginia,51,2009,2009,Jul,7,82.32,64.38,88.24
,Census Region 3: South,CENS-R3,Virginia,51,2009,2009,Aug,8,84.62,68.06,90.81
,Census Region 3: South,CENS-R3,Virginia,51,2009,2009,Sep,9,76.36,59.83,84.46
,Census Region 3: South,CENS-R3,Virginia,51,2009,2009,Oct,10,66.71,48.04,84.82
,Census Region 3: South,CENS-R3,Virginia,51,2009,2009,Nov,11,58.23,42.37,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2009,2009,Dec,12,42.41,28.41,Missing
Total,Census Region 3: South,CENS-R3,Virginia,51,2009,2009,,,64.35,47.36,88.04
,Census Region 3: South,CENS-R3,Virginia,51,2010,2010,Jan,1,38.45,24.78,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2010,2010,Feb,2,37.38,23.27,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2010,2010,Mar,3,56.13,38.09,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2010,2010,Apr,4,68.37,47.36,83.36
,Census Region 3: South,CENS-R3,Virginia,51,2010,2010,May,5,75,57.4,87.84
,Census Region 3: South,CENS-R3,Virginia,51,2010,2010,Jun,6,85.22,67.3,93.56
,Census Region 3: South,CENS-R3,Virginia,51,2010,2010,Jul,7,88.12,68.51,94.76
,Census Region 3: South,CENS-R3,Virginia,51,2010,2010,Aug,8,87,69.28,92.68
,Census Region 3: South,CENS-R3,Virginia,51,2010,2010,Sep,9,83.05,60.54,87.51
,Census Region 3: South,CENS-R3,Virginia,51,2010,2010,Oct,10,69.09,48.49,82.71
,Census Region 3: South,CENS-R3,Virginia,51,2010,2010,Nov,11,56.48,37.82,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2010,2010,Dec,12,35.3,22.53,Missing
Total,Census Region 3: South,CENS-R3,Virginia,51,2010,2010,,,65.1,47.24,91.52
,Census Region 3: South,CENS-R3,Virginia,51,2011,2011,Jan,1,38.08,24.54,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2011,2011,Feb,2,50.54,30.69,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2011,2011,Mar,3,54.85,36.91,80.4
,Census Region 3: South,CENS-R3,Virginia,51,2011,2011,Apr,4,69.26,48.39,85.03
,Census Region 3: South,CENS-R3,Virginia,51,2011,2011,May,5,75.34,56.34,89.78
,Census Region 3: South,CENS-R3,Virginia,51,2011,2011,Jun,6,85.01,64.78,90.09
,Census Region 3: South,CENS-R3,Virginia,51,2011,2011,Jul,7,91.44,70.79,96.38
,Census Region 3: South,CENS-R3,Virginia,51,2011,2011,Aug,8,88.75,67.12,90.98
,Census Region 3: South,CENS-R3,Virginia,51,2011,2011,Sep,9,78.83,61.94,87.43
,Census Region 3: South,CENS-R3,Virginia,51,2011,2011,Oct,10,65.76,47.22,81.16
,Census Region 3: South,CENS-R3,Virginia,51,2011,2011,Nov,11,60.43,39.97,Missing
,Census Region 3: South,CENS-R3,Virginia,51,2011,2011,Dec,12,51.87,35.47,Missing
Total,Census Region 3: South,CENS-R3,Virginia,51,2011,2011,,,67.59,48.77,91.25
Total,Census Region 3: South,CENS-R3,Virginia,51,,,,,64.32,47.44,89.43
,Census Region 3: South,CENS-R3,West Virginia,54,1979,1979,Jan,1,31.55,18.63,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1979,1979,Feb,2,30.74,15.08,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1979,1979,Mar,3,52.07,35.82,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1979,1979,Apr,4,57.42,42.14,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1979,1979,May,5,67.27,50.1,84.17
,Census Region 3: South,CENS-R3,West Virginia,54,1979,1979,Jun,6,73.69,57.55,85.19
,Census Region 3: South,CENS-R3,West Virginia,54,1979,1979,Jul,7,76.43,62.32,87.07
,Census Region 3: South,CENS-R3,West Virginia,54,1979,1979,Aug,8,77.25,63.42,89.16
,Census Region 3: South,CENS-R3,West Virginia,54,1979,1979,Sep,9,71.63,56.95,85.47
,Census Region 3: South,CENS-R3,West Virginia,54,1979,1979,Oct,10,59.24,44.46,82.81
,Census Region 3: South,CENS-R3,West Virginia,54,1979,1979,Nov,11,52.13,37.94,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1979,1979,Dec,12,42.52,28.85,Missing
Total,Census Region 3: South,CENS-R3,West Virginia,54,1979,1979,,,57.82,42.94,87.2
,Census Region 3: South,CENS-R3,West Virginia,54,1980,1980,Jan,1,36.96,24.98,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1980,1980,Feb,2,32.5,19.14,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1980,1980,Mar,3,45.31,28.85,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1980,1980,Apr,4,58.19,42.31,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1980,1980,May,5,68.58,52.41,84.42
,Census Region 3: South,CENS-R3,West Virginia,54,1980,1980,Jun,6,73.88,56.79,88.12
,Census Region 3: South,CENS-R3,West Virginia,54,1980,1980,Jul,7,81.15,65.44,90.69
,Census Region 3: South,CENS-R3,West Virginia,54,1980,1980,Aug,8,80.35,66.89,89.33
,Census Region 3: South,CENS-R3,West Virginia,54,1980,1980,Sep,9,75.51,59.63,86.79
,Census Region 3: South,CENS-R3,West Virginia,54,1980,1980,Oct,10,59.18,42.57,81.68
,Census Region 3: South,CENS-R3,West Virginia,54,1980,1980,Nov,11,48.22,32.94,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1980,1980,Dec,12,39.26,26.26,Missing
Total,Census Region 3: South,CENS-R3,West Virginia,54,1980,1980,,,58.34,43.26,89.19
,Census Region 3: South,CENS-R3,West Virginia,54,1981,1981,Jan,1,29.61,16.55,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1981,1981,Feb,2,40.2,24.76,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1981,1981,Mar,3,44.2,29.87,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1981,1981,Apr,4,63.95,44.62,82.07
,Census Region 3: South,CENS-R3,West Virginia,54,1981,1981,May,5,65.03,47.97,82.79
,Census Region 3: South,CENS-R3,West Virginia,54,1981,1981,Jun,6,77.19,62.11,88.23
,Census Region 3: South,CENS-R3,West Virginia,54,1981,1981,Jul,7,78.22,63.64,88.27
,Census Region 3: South,CENS-R3,West Virginia,54,1981,1981,Aug,8,77.47,61.54,85.63
,Census Region 3: South,CENS-R3,West Virginia,54,1981,1981,Sep,9,70.81,54.47,84.15
,Census Region 3: South,CENS-R3,West Virginia,54,1981,1981,Oct,10,59.87,41.83,82.43
,Census Region 3: South,CENS-R3,West Virginia,54,1981,1981,Nov,11,50.65,34.08,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1981,1981,Dec,12,34.75,23.88,Missing
Total,Census Region 3: South,CENS-R3,West Virginia,54,1981,1981,,,57.72,42.18,86.89
,Census Region 3: South,CENS-R3,West Virginia,54,1982,1982,Jan,1,31.36,15.33,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1982,1982,Feb,2,39.88,24.47,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1982,1982,Mar,3,49.03,33.07,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1982,1982,Apr,4,55.83,35.79,80.6
,Census Region 3: South,CENS-R3,West Virginia,54,1982,1982,May,5,72.84,56.52,83.6
,Census Region 3: South,CENS-R3,West Virginia,54,1982,1982,Jun,6,73.23,58.46,84.82
,Census Region 3: South,CENS-R3,West Virginia,54,1982,1982,Jul,7,79.16,65.95,87.27
,Census Region 3: South,CENS-R3,West Virginia,54,1982,1982,Aug,8,76.32,60.91,86.56
,Census Region 3: South,CENS-R3,West Virginia,54,1982,1982,Sep,9,71.08,55.69,83.92
,Census Region 3: South,CENS-R3,West Virginia,54,1982,1982,Oct,10,63.9,47.43,82.8
,Census Region 3: South,CENS-R3,West Virginia,54,1982,1982,Nov,11,53.49,38.84,81
,Census Region 3: South,CENS-R3,West Virginia,54,1982,1982,Dec,12,46.51,33.54,Missing
Total,Census Region 3: South,CENS-R3,West Virginia,54,1982,1982,,,59.5,43.96,86.08
,Census Region 3: South,CENS-R3,West Virginia,54,1983,1983,Jan,1,36.71,24.49,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1983,1983,Feb,2,40.6,25.47,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1983,1983,Mar,3,50.5,34.44,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1983,1983,Apr,4,55.11,40.42,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1983,1983,May,5,64.75,47.38,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1983,1983,Jun,6,75.19,60.28,85.53
,Census Region 3: South,CENS-R3,West Virginia,54,1983,1983,Jul,7,80.89,65.57,90.36
,Census Region 3: South,CENS-R3,West Virginia,54,1983,1983,Aug,8,81.06,67.04,89.29
,Census Region 3: South,CENS-R3,West Virginia,54,1983,1983,Sep,9,72.9,56.34,85.74
,Census Region 3: South,CENS-R3,West Virginia,54,1983,1983,Oct,10,62.67,46.47,80.92
,Census Region 3: South,CENS-R3,West Virginia,54,1983,1983,Nov,11,51.15,36.59,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1983,1983,Dec,12,34.65,21.44,Missing
Total,Census Region 3: South,CENS-R3,West Virginia,54,1983,1983,,,58.94,43.93,88.52
,Census Region 3: South,CENS-R3,West Virginia,54,1984,1984,Jan,1,32.28,19.02,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1984,1984,Feb,2,43.01,29.22,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1984,1984,Mar,3,43.47,28.52,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1984,1984,Apr,4,56.81,41.9,81.7
,Census Region 3: South,CENS-R3,West Virginia,54,1984,1984,May,5,64,47.72,83.91
,Census Region 3: South,CENS-R3,West Virginia,54,1984,1984,Jun,6,78.05,62.25,86.86
,Census Region 3: South,CENS-R3,West Virginia,54,1984,1984,Jul,7,76.02,61.99,86.34
,Census Region 3: South,CENS-R3,West Virginia,54,1984,1984,Aug,8,78.18,64.22,86.36
,Census Region 3: South,CENS-R3,West Virginia,54,1984,1984,Sep,9,70.59,53.41,85.42
,Census Region 3: South,CENS-R3,West Virginia,54,1984,1984,Oct,10,68.93,54.12,82.2
,Census Region 3: South,CENS-R3,West Virginia,54,1984,1984,Nov,11,47.65,32.65,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1984,1984,Dec,12,47.43,34.07,Missing
Total,Census Region 3: South,CENS-R3,West Virginia,54,1984,1984,,,58.91,44.13,86.29
,Census Region 3: South,CENS-R3,West Virginia,54,1985,1985,Jan,1,29.06,15.79,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1985,1985,Feb,2,35.46,20.89,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1985,1985,Mar,3,52.23,35.13,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1985,1985,Apr,4,64.17,46.23,82.03
,Census Region 3: South,CENS-R3,West Virginia,54,1985,1985,May,5,69.81,52.99,85.84
,Census Region 3: South,CENS-R3,West Virginia,54,1985,1985,Jun,6,73.55,58.43,86.08
,Census Region 3: South,CENS-R3,West Virginia,54,1985,1985,Jul,7,78.48,63.66,87.12
,Census Region 3: South,CENS-R3,West Virginia,54,1985,1985,Aug,8,76.64,62.64,87.02
,Census Region 3: South,CENS-R3,West Virginia,54,1985,1985,Sep,9,73.87,56.34,88.12
,Census Region 3: South,CENS-R3,West Virginia,54,1985,1985,Oct,10,65.67,49.65,82.48
,Census Region 3: South,CENS-R3,West Virginia,54,1985,1985,Nov,11,57.75,44.59,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1985,1985,Dec,12,35.03,21.21,Missing
Total,Census Region 3: South,CENS-R3,West Virginia,54,1985,1985,,,59.42,44.07,86.72
,Census Region 3: South,CENS-R3,West Virginia,54,1986,1986,Jan,1,34.96,19.92,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1986,1986,Feb,2,38.68,25.93,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1986,1986,Mar,3,49.54,31.26,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1986,1986,Apr,4,62.11,44.03,82.47
,Census Region 3: South,CENS-R3,West Virginia,54,1986,1986,May,5,69.16,52.62,83.53
,Census Region 3: South,CENS-R3,West Virginia,54,1986,1986,Jun,6,76.43,59.8,85.84
,Census Region 3: South,CENS-R3,West Virginia,54,1986,1986,Jul,7,81.63,67.34,90.49
,Census Region 3: South,CENS-R3,West Virginia,54,1986,1986,Aug,8,77.16,61.56,85.88
,Census Region 3: South,CENS-R3,West Virginia,54,1986,1986,Sep,9,74.66,59.41,86.3
,Census Region 3: South,CENS-R3,West Virginia,54,1986,1986,Oct,10,64.36,47.67,85.26
,Census Region 3: South,CENS-R3,West Virginia,54,1986,1986,Nov,11,51.02,37.16,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1986,1986,Dec,12,40.75,28.5,Missing
Total,Census Region 3: South,CENS-R3,West Virginia,54,1986,1986,,,60.15,44.69,87.53
,Census Region 3: South,CENS-R3,West Virginia,54,1987,1987,Jan,1,34.72,22.76,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1987,1987,Feb,2,40.05,26.13,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1987,1987,Mar,3,51.84,34.26,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1987,1987,Apr,4,57.02,42.22,81.98
,Census Region 3: South,CENS-R3,West Virginia,54,1987,1987,May,5,72.57,55.59,86.64
,Census Region 3: South,CENS-R3,West Virginia,54,1987,1987,Jun,6,77.5,62.41,86.66
,Census Region 3: South,CENS-R3,West Virginia,54,1987,1987,Jul,7,81.52,67.2,88.98
,Census Region 3: South,CENS-R3,West Virginia,54,1987,1987,Aug,8,80.12,64.69,88
,Census Region 3: South,CENS-R3,West Virginia,54,1987,1987,Sep,9,72.9,58.24,83.51
,Census Region 3: South,CENS-R3,West Virginia,54,1987,1987,Oct,10,58.14,40.77,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1987,1987,Nov,11,53.4,37.37,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1987,1987,Dec,12,42.07,29.97,Missing
Total,Census Region 3: South,CENS-R3,West Virginia,54,1987,1987,,,60.26,45.24,87.65
,Census Region 3: South,CENS-R3,West Virginia,54,1988,1988,Jan,1,33.88,20.82,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1988,1988,Feb,2,39.13,24.07,Missing
,Census Region 3: South,CENS-R3,West Virginia,54,1988,1988,Mar,3,50.07,33.7,Missing
