Notes,Region,Region Code,State,State Code,Year,Year Code,Month,Month Code,Avg Fine Particulate Matter (µg/m³)
,Census Region 4: West,CENS-R4,Colorado,8,2010,2010,Jul,7,14.68
,Census Region 4: West,CENS-R4,Colorado,8,2010,2010,Aug,8,13.94
,Census Region 4: West,CENS-R4,Colorado,8,2010,2010,Sep,9,12.59
,Census Region 4: West,CENS-R4,Colorado,8,2010,2010,Oct,10,13.37
,Census Region 4: West,CENS-R4,Colorado,8,2010,2010,Nov,11,13.41
,Census Region 4: West,CENS-R4,Colorado,8,2010,2010,Dec,12,15.88
Total,Census Region 4: West,CENS-R4,Colorado,8,2010,2010,,,13.28
,Census Region 4: West,CENS-R4,Colorado,8,2011,2011,Jan,1,16.65
,Census Region 4: West,CENS-R4,Colorado,8,2011,2011,Feb,2,11.31
,Census Region 4: West,CENS-R4,Colorado,8,2011,2011,Mar,3,10.9
,Census Region 4: West,CENS-R4,Colorado,8,2011,2011,Apr,4,9.35
,Census Region 4: West,CENS-R4,Colorado,8,2011,2011,May,5,10.97
,Census Region 4: West,CENS-R4,Colorado,8,2011,2011,Jun,6,13.99
,Census Region 4: West,CENS-R4,Colorado,8,2011,2011,Jul,7,14.35
,Census Region 4: West,CENS-R4,Colorado,8,2011,2011,Aug,8,12.37
,Census Region 4: West,CENS-R4,Colorado,8,2011,2011,Sep,9,11.67
,Census Region 4: West,CENS-R4,Colorado,8,2011,2011,Oct,10,12.01
,Census Region 4: West,CENS-R4,Colorado,8,2011,2011,Nov,11,11.96
,Census Region 4: West,CENS-R4,Colorado,8,2011,2011,Dec,12,17.15
Total,Census Region 4: West,CENS-R4,Colorado,8,2011,2011,,,12.74
Total,Census Region 4: West,CENS-R4,Colorado,8,,,,,10.76
,Census Region 4: West,CENS-R4,Idaho,16,2003,2003,Jan,1,14.12
,Census Region 4: West,CENS-R4,Idaho,16,2003,2003,Feb,2,11.8
,Census Region 4: West,CENS-R4,Idaho,16,2003,2003,Mar,3,5.31
,Census Region 4: West,CENS-R4,Idaho,16,2003,2003,Apr,4,5.06
,Census Region 4: West,CENS-R4,Idaho,16,2003,2003,May,5,4.56
,Census Region 4: West,CENS-R4,Idaho,16,2003,2003,Jun,6,6.01
,Census Region 4: West,CENS-R4,Idaho,16,2003,2003,Jul,7,7.72
,Census Region 4: West,CENS-R4,Idaho,16,2003,2003,Aug,8,8.42
,Census Region 4: West,CENS-R4,Idaho,16,2003,2003,Sep,9,5.91
,Census Region 4: West,CENS-R4,Idaho,16,2003,2003,Oct,10,6.37
,Census Region 4: West,CENS-R4,Idaho,16,2003,2003,Nov,11,11.5
,Census Region 4: West,CENS-R4,Idaho,16,2003,2003,Dec,12,10.27
Total,Census Region 4: West,CENS-R4,Idaho,16,2003,2003,,,8.07
,Census Region 4: West,CENS-R4,Idaho,16,2004,2004,Jan,1,29.51
,Census Region 4: West,CENS-R4,Idaho,16,2004,2004,Feb,2,20.49
,Census Region 4: West,CENS-R4,Idaho,16,2004,2004,Mar,3,9.63
,Census Region 4: West,CENS-R4,Idaho,16,2004,2004,Apr,4,5.3
,Census Region 4: West,CENS-R4,Idaho,16,2004,2004,May,5,4.73
,Census Region 4: West,CENS-R4,Idaho,16,2004,2004,Jun,6,4.77
,Census Region 4: West,CENS-R4,Idaho,16,2004,2004,Jul,7,7.18
,Census Region 4: West,CENS-R4,Idaho,16,2004,2004,Aug,8,6.18
,Census Region 4: West,CENS-R4,Idaho,16,2004,2004,Sep,9,5.53
,Census Region 4: West,CENS-R4,Idaho,16,2004,2004,Oct,10,7.13
,Census Region 4: West,CENS-R4,Idaho,16,2004,2004,Nov,11,13.01
,Census Region 4: West,CENS-R4,Idaho,16,2004,2004,Dec,12,13.46
Total,Census Region 4: West,CENS-R4,Idaho,16,2004,2004,,,10.56
,Census Region 4: West,CENS-R4,Idaho,16,2005,2005,Jan,1,20.02
,Census Region 4: West,CENS-R4,Idaho,16,2005,2005,Feb,2,19.49
,Census Region 4: West,CENS-R4,Idaho,16,2005,2005,Mar,3,8.64
,Census Region 4: West,CENS-R4,Idaho,16,2005,2005,Apr,4,4.36
,Census Region 4: West,CENS-R4,Idaho,16,2005,2005,May,5,4.12
,Census Region 4: West,CENS-R4,Idaho,16,2005,2005,Jun,6,4.52
,Census Region 4: West,CENS-R4,Idaho,16,2005,2005,Jul,7,7.96
,Census Region 4: West,CENS-R4,Idaho,16,2005,2005,Aug,8,7.43
,Census Region 4: West,CENS-R4,Idaho,16,2005,2005,Sep,9,6.59
,Census Region 4: West,CENS-R4,Idaho,16,2005,2005,Oct,10,6.66
,Census Region 4: West,CENS-R4,Idaho,16,2005,2005,Nov,11,10.34
,Census Region 4: West,CENS-R4,Idaho,16,2005,2005,Dec,12,13.26
Total,Census Region 4: West,CENS-R4,Idaho,16,2005,2005,,,9.4
,Census Region 4: West,CENS-R4,Idaho,16,2006,2006,Jan,1,8.66
,Census Region 4: West,CENS-R4,Idaho,16,2006,2006,Feb,2,10.94
,Census Region 4: West,CENS-R4,Idaho,16,2006,2006,Mar,3,6.12
,Census Region 4: West,CENS-R4,Idaho,16,2006,2006,Apr,4,4.76
,Census Region 4: West,CENS-R4,Idaho,16,2006,2006,May,5,6.54
,Census Region 4: West,CENS-R4,Idaho,16,2006,2006,Jun,6,7.09
,Census Region 4: West,CENS-R4,Idaho,16,2006,2006,Jul,7,9.85
,Census Region 4: West,CENS-R4,Idaho,16,2006,2006,Aug,8,9.1
,Census Region 4: West,CENS-R4,Idaho,16,2006,2006,Sep,9,8.88
,Census Region 4: West,CENS-R4,Idaho,16,2006,2006,Oct,10,8.43
,Census Region 4: West,CENS-R4,Idaho,16,2006,2006,Nov,11,7.86
,Census Region 4: West,CENS-R4,Idaho,16,2006,2006,Dec,12,13.9
Total,Census Region 4: West,CENS-R4,Idaho,16,2006,2006,,,8.51
,Census Region 4: West,CENS-R4,Idaho,16,2007,2007,Jan,1,19.31
,Census Region 4: West,CENS-R4,Idaho,16,2007,2007,Feb,2,9.68
,Census Region 4: West,CENS-R4,Idaho,16,2007,2007,Mar,3,7.9
,Census Region 4: West,CENS-R4,Idaho,16,2007,2007,Apr,4,4.26
,Census Region 4: West,CENS-R4,Idaho,16,2007,2007,May,5,5.46
,Census Region 4: West,CENS-R4,Idaho,16,2007,2007,Jun,6,5.55
,Census Region 4: West,CENS-R4,Idaho,16,2007,2007,Jul,7,9.8
,Census Region 4: West,CENS-R4,Idaho,16,2007,2007,Aug,8,8.66
,Census Region 4: West,CENS-R4,Idaho,16,2007,2007,Sep,9,7.01
,Census Region 4: West,CENS-R4,Idaho,16,2007,2007,Oct,10,7.37
,Census Region 4: West,CENS-R4,Idaho,16,2007,2007,Nov,11,12.58
,Census Region 4: West,CENS-R4,Idaho,16,2007,2007,Dec,12,10.14
Total,Census Region 4: West,CENS-R4,Idaho,16,2007,2007,,,8.99
,Census Region 4: West,CENS-R4,Idaho,16,2008,2008,Jan,1,11.33
,Census Region 4: West,CENS-R4,Idaho,16,2008,2008,Feb,2,10.12
,Census Region 4: West,CENS-R4,Idaho,16,2008,2008,Mar,3,7.62
,Census Region 4: West,CENS-R4,Idaho,16,2008,2008,Apr,4,4.46
,Census Region 4: West,CENS-R4,Idaho,16,2008,2008,May,5,4.67
,Census Region 4: West,CENS-R4,Idaho,16,2008,2008,Jun,6,8.03
,Census Region 4: West,CENS-R4,Idaho,16,2008,2008,Jul,7,10.45
,Census Region 4: West,CENS-R4,Idaho,16,2008,2008,Aug,8,5.7
,Census Region 4: West,CENS-R4,Idaho,16,2008,2008,Sep,9,5.29
,Census Region 4: West,CENS-R4,Idaho,16,2008,2008,Oct,10,8.5
,Census Region 4: West,CENS-R4,Idaho,16,2008,2008,Nov,11,10.94
,Census Region 4: West,CENS-R4,Idaho,16,2008,2008,Dec,12,11.23
Total,Census Region 4: West,CENS-R4,Idaho,16,2008,2008,,,8.2
,Census Region 4: West,CENS-R4,Idaho,16,2009,2009,Jan,1,18.08
,Census Region 4: West,CENS-R4,Idaho,16,2009,2009,Feb,2,13.04
,Census Region 4: West,CENS-R4,Idaho,16,2009,2009,Mar,3,9.22
,Census Region 4: West,CENS-R4,Idaho,16,2009,2009,Apr,4,7.12
,Census Region 4: West,CENS-R4,Idaho,16,2009,2009,May,5,7.11
,Census Region 4: West,CENS-R4,Idaho,16,2009,2009,Jun,6,9.87
,Census Region 4: West,CENS-R4,Idaho,16,2009,2009,Jul,7,8.7
,Census Region 4: West,CENS-R4,Idaho,16,2009,2009,Aug,8,9.86
,Census Region 4: West,CENS-R4,Idaho,16,2009,2009,Sep,9,9.06
,Census Region 4: West,CENS-R4,Idaho,16,2009,2009,Oct,10,9.49
,Census Region 4: West,CENS-R4,Idaho,16,2009,2009,Nov,11,14.83
,Census Region 4: West,CENS-R4,Idaho,16,2009,2009,Dec,12,16.39
Total,Census Region 4: West,CENS-R4,Idaho,16,2009,2009,,,11.06
,Census Region 4: West,CENS-R4,Idaho,16,2010,2010,Jan,1,12.05
,Census Region 4: West,CENS-R4,Idaho,16,2010,2010,Feb,2,9.64
,Census Region 4: West,CENS-R4,Idaho,16,2010,2010,Mar,3,9.47
,Census Region 4: West,CENS-R4,Idaho,16,2010,2010,Apr,4,9.24
,Census Region 4: West,CENS-R4,Idaho,16,2010,2010,May,5,9.42
,Census Region 4: West,CENS-R4,Idaho,16,2010,2010,Jun,6,11.14
,Census Region 4: West,CENS-R4,Idaho,16,2010,2010,Jul,7,12.02
,Census Region 4: West,CENS-R4,Idaho,16,2010,2010,Aug,8,10.72
,Census Region 4: West,CENS-R4,Idaho,16,2010,2010,Sep,9,10.87
,Census Region 4: West,CENS-R4,Idaho,16,2010,2010,Oct,10,11.46
,Census Region 4: West,CENS-R4,Idaho,16,2010,2010,Nov,11,12.35
,Census Region 4: West,CENS-R4,Idaho,16,2010,2010,Dec,12,12.54
Total,Census Region 4: West,CENS-R4,Idaho,16,2010,2010,,,10.92
,Census Region 4: West,CENS-R4,Idaho,16,2011,2011,Jan,1,14.29
,Census Region 4: West,CENS-R4,Idaho,16,2011,2011,Feb,2,10.13
,Census Region 4: West,CENS-R4,Idaho,16,2011,2011,Mar,3,9.55
,Census Region 4: West,CENS-R4,Idaho,16,2011,2011,Apr,4,7.35
,Census Region 4: West,CENS-R4,Idaho,16,2011,2011,May,5,6.84
,Census Region 4: West,CENS-R4,Idaho,16,2011,2011,Jun,6,10.21
,Census Region 4: West,CENS-R4,Idaho,16,2011,2011,Jul,7,8.64
,Census Region 4: West,CENS-R4,Idaho,16,2011,2011,Aug,8,8.64
,Census Region 4: West,CENS-R4,Idaho,16,2011,2011,Sep,9,8.64
,Census Region 4: West,CENS-R4,Idaho,16,2011,2011,Oct,10,9.75
,Census Region 4: West,CENS-R4,Idaho,16,2011,2011,Nov,11,10.32
,Census Region 4: West,CENS-R4,Idaho,16,2011,2011,Dec,12,16.3
Total,Census Region 4: West,CENS-R4,Idaho,16,2011,2011,,,10.06
Total,Census Region 4: West,CENS-R4,Idaho,16,,,,,9.53
,Census Region 4: West,CENS-R4,Montana,30,2003,2003,Jan,1,10.33
,Census Region 4: West,CENS-R4,Montana,30,2003,2003,Feb,2,11.12
,Census Region 4: West,CENS-R4,Montana,30,2003,2003,Mar,3,8.51
,Census Region 4: West,CENS-R4,Montana,30,2003,2003,Apr,4,8.5
,Census Region 4: West,CENS-R4,Montana,30,2003,2003,May,5,6.4
,Census Region 4: West,CENS-R4,Montana,30,2003,2003,Jun,6,9.15
,Census Region 4: West,CENS-R4,Montana,30,2003,2003,Jul,7,10.62
,Census Region 4: West,CENS-R4,Montana,30,2003,2003,Aug,8,15.88
,Census Region 4: West,CENS-R4,Montana,30,2003,2003,Sep,9,9.49
,Census Region 4: West,CENS-R4,Montana,30,2003,2003,Oct,10,8.65
,Census Region 4: West,CENS-R4,Montana,30,2003,2003,Nov,11,10.81
,Census Region 4: West,CENS-R4,Montana,30,2003,2003,Dec,12,10.28
Total,Census Region 4: West,CENS-R4,Montana,30,2003,2003,,,9.97
,Census Region 4: West,CENS-R4,Montana,30,2004,2004,Jan,1,19.76
,Census Region 4: West,CENS-R4,Montana,30,2004,2004,Feb,2,17.18
,Census Region 4: West,CENS-R4,Montana,30,2004,2004,Mar,3,9.29
,Census Region 4: West,CENS-R4,Montana,30,2004,2004,Apr,4,7.92
,Census Region 4: West,CENS-R4,Montana,30,2004,2004,May,5,8.02
,Census Region 4: West,CENS-R4,Montana,30,2004,2004,Jun,6,8.26
,Census Region 4: West,CENS-R4,Montana,30,2004,2004,Jul,7,11.17
,Census Region 4: West,CENS-R4,Montana,30,2004,2004,Aug,8,9.42
,Census Region 4: West,CENS-R4,Montana,30,2004,2004,Sep,9,8.64
,Census Region 4: West,CENS-R4,Montana,30,2004,2004,Oct,10,9.66
,Census Region 4: West,CENS-R4,Montana,30,2004,2004,Nov,11,10.74
,Census Region 4: West,CENS-R4,Montana,30,2004,2004,Dec,12,10.34
Total,Census Region 4: West,CENS-R4,Montana,30,2004,2004,,,10.85
,Census Region 4: West,CENS-R4,Montana,30,2005,2005,Jan,1,15.22
,Census Region 4: West,CENS-R4,Montana,30,2005,2005,Feb,2,14.23
,Census Region 4: West,CENS-R4,Montana,30,2005,2005,Mar,3,9.78
,Census Region 4: West,CENS-R4,Montana,30,2005,2005,Apr,4,7.66
,Census Region 4: West,CENS-R4,Montana,30,2005,2005,May,5,7.2
,Census Region 4: West,CENS-R4,Montana,30,2005,2005,Jun,6,7.24
,Census Region 4: West,CENS-R4,Montana,30,2005,2005,Jul,7,11.08
,Census Region 4: West,CENS-R4,Montana,30,2005,2005,Aug,8,10.47
,Census Region 4: West,CENS-R4,Montana,30,2005,2005,Sep,9,10.11
,Census Region 4: West,CENS-R4,Montana,30,2005,2005,Oct,10,8.89
,Census Region 4: West,CENS-R4,Montana,30,2005,2005,Nov,11,9.36
,Census Region 4: West,CENS-R4,Montana,30,2005,2005,Dec,12,13.05
Total,Census Region 4: West,CENS-R4,Montana,30,2005,2005,,,10.34
,Census Region 4: West,CENS-R4,Montana,30,2006,2006,Jan,1,8.59
,Census Region 4: West,CENS-R4,Montana,30,2006,2006,Feb,2,9.29
,Census Region 4: West,CENS-R4,Montana,30,2006,2006,Mar,3,9.27
,Census Region 4: West,CENS-R4,Montana,30,2006,2006,Apr,4,7.48
,Census Region 4: West,CENS-R4,Montana,30,2006,2006,May,5,8.45
,Census Region 4: West,CENS-R4,Montana,30,2006,2006,Jun,6,9.64
,Census Region 4: West,CENS-R4,Montana,30,2006,2006,Jul,7,12.32
,Census Region 4: West,CENS-R4,Montana,30,2006,2006,Aug,8,12.85
,Census Region 4: West,CENS-R4,Montana,30,2006,2006,Sep,9,10.06
,Census Region 4: West,CENS-R4,Montana,30,2006,2006,Oct,10,8.85
,Census Region 4: West,CENS-R4,Montana,30,2006,2006,Nov,11,9.79
,Census Region 4: West,CENS-R4,Montana,30,2006,2006,Dec,12,11.64
Total,Census Region 4: West,CENS-R4,Montana,30,2006,2006,,,9.86
,Census Region 4: West,CENS-R4,Montana,30,2007,2007,Jan,1,12.66
,Census Region 4: West,CENS-R4,Montana,30,2007,2007,Feb,2,11.07
,Census Region 4: West,CENS-R4,Montana,30,2007,2007,Mar,3,8.65
,Census Region 4: West,CENS-R4,Montana,30,2007,2007,Apr,4,7.11
,Census Region 4: West,CENS-R4,Montana,30,2007,2007,May,5,8.77
,Census Region 4: West,CENS-R4,Montana,30,2007,2007,Jun,6,8.77
,Census Region 4: West,CENS-R4,Montana,30,2007,2007,Jul,7,12.76
,Census Region 4: West,CENS-R4,Montana,30,2007,2007,Aug,8,14.3
,Census Region 4: West,CENS-R4,Montana,30,2007,2007,Sep,9,9.48
,Census Region 4: West,CENS-R4,Montana,30,2007,2007,Oct,10,8.03
,Census Region 4: West,CENS-R4,Montana,30,2007,2007,Nov,11,13.15
,Census Region 4: West,CENS-R4,Montana,30,2007,2007,Dec,12,12.63
Total,Census Region 4: West,CENS-R4,Montana,30,2007,2007,,,10.62
,Census Region 4: West,CENS-R4,Montana,30,2008,2008,Jan,1,11.09
,Census Region 4: West,CENS-R4,Montana,30,2008,2008,Feb,2,12.14
,Census Region 4: West,CENS-R4,Montana,30,2008,2008,Mar,3,9.84
,Census Region 4: West,CENS-R4,Montana,30,2008,2008,Apr,4,8.65
,Census Region 4: West,CENS-R4,Montana,30,2008,2008,May,5,6.74
,Census Region 4: West,CENS-R4,Montana,30,2008,2008,Jun,6,5.73
,Census Region 4: West,CENS-R4,Montana,30,2008,2008,Jul,7,7.97
,Census Region 4: West,CENS-R4,Montana,30,2008,2008,Aug,8,6.56
,Census Region 4: West,CENS-R4,Montana,30,2008,2008,Sep,9,5.93
,Census Region 4: West,CENS-R4,Montana,30,2008,2008,Oct,10,7.5
,Census Region 4: West,CENS-R4,Montana,30,2008,2008,Nov,11,8.25
,Census Region 4: West,CENS-R4,Montana,30,2008,2008,Dec,12,9.13
Total,Census Region 4: West,CENS-R4,Montana,30,2008,2008,,,8.29
,Census Region 4: West,CENS-R4,Montana,30,2009,2009,Jan,1,15.88
,Census Region 4: West,CENS-R4,Montana,30,2009,2009,Feb,2,11.41
,Census Region 4: West,CENS-R4,Montana,30,2009,2009,Mar,3,10.08
,Census Region 4: West,CENS-R4,Montana,30,2009,2009,Apr,4,9.32
,Census Region 4: West,CENS-R4,Montana,30,2009,2009,May,5,9.83
,Census Region 4: West,CENS-R4,Montana,30,2009,2009,Jun,6,12.45
,Census Region 4: West,CENS-R4,Montana,30,2009,2009,Jul,7,11.92
,Census Region 4: West,CENS-R4,Montana,30,2009,2009,Aug,8,12.61
,Census Region 4: West,CENS-R4,Montana,30,2009,2009,Sep,9,11.1
,Census Region 4: West,CENS-R4,Montana,30,2009,2009,Oct,10,9.76
,Census Region 4: West,CENS-R4,Montana,30,2009,2009,Nov,11,15.06
,Census Region 4: West,CENS-R4,Montana,30,2009,2009,Dec,12,14.73
Total,Census Region 4: West,CENS-R4,Montana,30,2009,2009,,,12.02
,Census Region 4: West,CENS-R4,Montana,30,2010,2010,Jan,1,11.67
,Census Region 4: West,CENS-R4,Montana,30,2010,2010,Feb,2,10.16
,Census Region 4: West,CENS-R4,Montana,30,2010,2010,Mar,3,10.06
,Census Region 4: West,CENS-R4,Montana,30,2010,2010,Apr,4,10.75
,Census Region 4: West,CENS-R4,Montana,30,2010,2010,May,5,11.25
,Census Region 4: West,CENS-R4,Montana,30,2010,2010,Jun,6,11.92
,Census Region 4: West,CENS-R4,Montana,30,2010,2010,Jul,7,12.73
,Census Region 4: West,CENS-R4,Montana,30,2010,2010,Aug,8,11.26
,Census Region 4: West,CENS-R4,Montana,30,2010,2010,Sep,9,12.45
,Census Region 4: West,CENS-R4,Montana,30,2010,2010,Oct,10,11.04
,Census Region 4: West,CENS-R4,Montana,30,2010,2010,Nov,11,12.21
,Census Region 4: West,CENS-R4,Montana,30,2010,2010,Dec,12,12.64
Total,Census Region 4: West,CENS-R4,Montana,30,2010,2010,,,11.52
,Census Region 4: West,CENS-R4,Montana,30,2011,2011,Jan,1,13.18
,Census Region 4: West,CENS-R4,Montana,30,2011,2011,Feb,2,10.12
,Census Region 4: West,CENS-R4,Montana,30,2011,2011,Mar,3,10
,Census Region 4: West,CENS-R4,Montana,30,2011,2011,Apr,4,8.66
,Census Region 4: West,CENS-R4,Montana,30,2011,2011,May,5,8.56
,Census Region 4: West,CENS-R4,Montana,30,2011,2011,Jun,6,12.33
,Census Region 4: West,CENS-R4,Montana,30,2011,2011,Jul,7,10.67
,Census Region 4: West,CENS-R4,Montana,30,2011,2011,Aug,8,10.67
,Census Region 4: West,CENS-R4,Montana,30,2011,2011,Sep,9,9.94
,Census Region 4: West,CENS-R4,Montana,30,2011,2011,Oct,10,10.05
,Census Region 4: West,CENS-R4,Montana,30,2011,2011,Nov,11,10.75
,Census Region 4: West,CENS-R4,Montana,30,2011,2011,Dec,12,15.88
Total,Census Region 4: West,CENS-R4,Montana,30,2011,2011,,,10.91
Total,Census Region 4: West,CENS-R4,Montana,30,,,,,10.49
,Census Region 4: West,CENS-R4,Nevada,32,2003,2003,Jan,1,20.58
,Census Region 4: West,CENS-R4,Nevada,32,2003,2003,Feb,2,14.39
,Census Region 4: West,CENS-R4,Nevada,32,2003,2003,Mar,3,7.65
,Census Region 4: West,CENS-R4,Nevada,32,2003,2003,Apr,4,7.97
,Census Region 4: West,CENS-R4,Nevada,32,2003,2003,May,5,10.78
,Census Region 4: West,CENS-R4,Nevada,32,2003,2003,Jun,6,12.17
,Census Region 4: West,CENS-R4,Nevada,32,2003,2003,Jul,7,13.89
,Census Region 4: West,CENS-R4,Nevada,32,2003,2003,Aug,8,9.71
,Census Region 4: West,CENS-R4,Nevada,32,2003,2003,Sep,9,11.51
,Census Region 4: West,CENS-R4,Nevada,32,2003,2003,Oct,10,10.81
,Census Region 4: West,CENS-R4,Nevada,32,2003,2003,Nov,11,17.19
,Census Region 4: West,CENS-R4,Nevada,32,2003,2003,Dec,12,15.04
Total,Census Region 4: West,CENS-R4,Nevada,32,2003,2003,,,12.63
,Census Region 4: West,CENS-R4,Nevada,32,2004,2004,Jan,1,26.29
,Census Region 4: West,CENS-R4,Nevada,32,2004,2004,Feb,2,15.45
,Census Region 4: West,CENS-R4,Nevada,32,2004,2004,Mar,3,10.92
,Census Region 4: West,CENS-R4,Nevada,32,2004,2004,Apr,4,11.1
,Census Region 4: West,CENS-R4,Nevada,32,2004,2004,May,5,10.4
,Census Region 4: West,CENS-R4,Nevada,32,2004,2004,Jun,6,11.5
,Census Region 4: West,CENS-R4,Nevada,32,2004,2004,Jul,7,12
,Census Region 4: West,CENS-R4,Nevada,32,2004,2004,Aug,8,10.04
,Census Region 4: West,CENS-R4,Nevada,32,2004,2004,Sep,9,9.5
,Census Region 4: West,CENS-R4,Nevada,32,2004,2004,Oct,10,9.2
,Census Region 4: West,CENS-R4,Nevada,32,2004,2004,Nov,11,17.7
,Census Region 4: West,CENS-R4,Nevada,32,2004,2004,Dec,12,18.54
Total,Census Region 4: West,CENS-R4,Nevada,32,2004,2004,,,13.55
,Census Region 4: West,CENS-R4,Nevada,32,2005,2005,Jan,1,16.91
,Census Region 4: West,CENS-R4,Nevada,32,2005,2005,Feb,2,15.09
,Census Region 4: West,CENS-R4,Nevada,32,2005,2005,Mar,3,9.62
,Census Region 4: West,CENS-R4,Nevada,32,2005,2005,Apr,4,9.16
,Census Region 4: West,CENS-R4,Nevada,32,2005,2005,May,5,8.97
,Census Region 4: West,CENS-R4,Nevada,32,2005,2005,Jun,6,10.75
,Census Region 4: West,CENS-R4,Nevada,32,2005,2005,Jul,7,14.77
,Census Region 4: West,CENS-R4,Nevada,32,2005,2005,Aug,8,12.88
,Census Region 4: West,CENS-R4,Nevada,32,2005,2005,Sep,9,11.23
,Census Region 4: West,CENS-R4,Nevada,32,2005,2005,Oct,10,9.59
,Census Region 4: West,CENS-R4,Nevada,32,2005,2005,Nov,11,14.95
,Census Region 4: West,CENS-R4,Nevada,32,2005,2005,Dec,12,20.18
Total,Census Region 4: West,CENS-R4,Nevada,32,2005,2005,,,12.84
,Census Region 4: West,CENS-R4,Nevada,32,2006,2006,Jan,1,13.19
,Census Region 4: West,CENS-R4,Nevada,32,2006,2006,Feb,2,14.94
,Census Region 4: West,CENS-R4,Nevada,32,2006,2006,Mar,3,6.58
,Census Region 4: West,CENS-R4,Nevada,32,2006,2006,Apr,4,8.91
,Census Region 4: West,CENS-R4,Nevada,32,2006,2006,May,5,12.92
,Census Region 4: West,CENS-R4,Nevada,32,2006,2006,Jun,6,12.65
,Census Region 4: West,CENS-R4,Nevada,32,2006,2006,Jul,7,14.49
,Census Region 4: West,CENS-R4,Nevada,32,2006,2006,Aug,8,12.01
,Census Region 4: West,CENS-R4,Nevada,32,2006,2006,Sep,9,12.18
,Census Region 4: West,CENS-R4,Nevada,32,2006,2006,Oct,10,10.7
,Census Region 4: West,CENS-R4,Nevada,32,2006,2006,Nov,11,12.42
,Census Region 4: West,CENS-R4,Nevada,32,2006,2006,Dec,12,19.5
Total,Census Region 4: West,CENS-R4,Nevada,32,2006,2006,,,12.53
,Census Region 4: West,CENS-R4,Nevada,32,2007,2007,Jan,1,27.62
,Census Region 4: West,CENS-R4,Nevada,32,2007,2007,Feb,2,12.38
,Census Region 4: West,CENS-R4,Nevada,32,2007,2007,Mar,3,9.81
,Census Region 4: West,CENS-R4,Nevada,32,2007,2007,Apr,4,8.7
,Census Region 4: West,CENS-R4,Nevada,32,2007,2007,May,5,11.15
,Census Region 4: West,CENS-R4,Nevada,32,2007,2007,Jun,6,11.35
,Census Region 4: West,CENS-R4,Nevada,32,2007,2007,Jul,7,13.45
,Census Region 4: West,CENS-R4,Nevada,32,2007,2007,Aug,8,11.12
,Census Region 4: West,CENS-R4,Nevada,32,2007,2007,Sep,9,10.15
,Census Region 4: West,CENS-R4,Nevada,32,2007,2007,Oct,10,10.16
,Census Region 4: West,CENS-R4,Nevada,32,2007,2007,Nov,11,15.1
,Census Region 4: West,CENS-R4,Nevada,32,2007,2007,Dec,12,12.63
Total,Census Region 4: West,CENS-R4,Nevada,32,2007,2007,,,12.82
,Census Region 4: West,CENS-R4,Nevada,32,2008,2008,Jan,1,11.18
,Census Region 4: West,CENS-R4,Nevada,32,2008,2008,Feb,2,10.25
,Census Region 4: West,CENS-R4,Nevada,32,2008,2008,Mar,3,8.93
,Census Region 4: West,CENS-R4,Nevada,32,2008,2008,Apr,4,10.03
,Census Region 4: West,CENS-R4,Nevada,32,2008,2008,May,5,10.68
,Census Region 4: West,CENS-R4,Nevada,32,2008,2008,Jun,6,18.24
,Census Region 4: West,CENS-R4,Nevada,32,2008,2008,Jul,7,20.48
,Census Region 4: West,CENS-R4,Nevada,32,2008,2008,Aug,8,10.76
,Census Region 4: West,CENS-R4,Nevada,32,2008,2008,Sep,9,11.33
,Census Region 4: West,CENS-R4,Nevada,32,2008,2008,Oct,10,11.04
,Census Region 4: West,CENS-R4,Nevada,32,2008,2008,Nov,11,14.17
,Census Region 4: West,CENS-R4,Nevada,32,2008,2008,Dec,12,16.47
Total,Census Region 4: West,CENS-R4,Nevada,32,2008,2008,,,12.8
,Census Region 4: West,CENS-R4,Nevada,32,2009,2009,Jan,1,20.02
,Census Region 4: West,CENS-R4,Nevada,32,2009,2009,Feb,2,12.6
,Census Region 4: West,CENS-R4,Nevada,32,2009,2009,Mar,3,9.72
,Census Region 4: West,CENS-R4,Nevada,32,2009,2009,Apr,4,11.93
,Census Region 4: West,CENS-R4,Nevada,32,2009,2009,May,5,13.52
,Census Region 4: West,CENS-R4,Nevada,32,2009,2009,Jun,6,13.38
,Census Region 4: West,CENS-R4,Nevada,32,2009,2009,Jul,7,13.41
,Census Region 4: West,CENS-R4,Nevada,32,2009,2009,Aug,8,14.37
,Census Region 4: West,CENS-R4,Nevada,32,2009,2009,Sep,9,13.55
,Census Region 4: West,CENS-R4,Nevada,32,2009,2009,Oct,10,11.04
,Census Region 4: West,CENS-R4,Nevada,32,2009,2009,Nov,11,17.17
,Census Region 4: West,CENS-R4,Nevada,32,2009,2009,Dec,12,21.27
Total,Census Region 4: West,CENS-R4,Nevada,32,2009,2009,,,14.35
,Census Region 4: West,CENS-R4,Nevada,32,2010,2010,Jan,1,14.77
,Census Region 4: West,CENS-R4,Nevada,32,2010,2010,Feb,2,10.47
,Census Region 4: West,CENS-R4,Nevada,32,2010,2010,Mar,3,10.41
,Census Region 4: West,CENS-R4,Nevada,32,2010,2010,Apr,4,11.75
,Census Region 4: West,CENS-R4,Nevada,32,2010,2010,May,5,11.4
,Census Region 4: West,CENS-R4,Nevada,32,2010,2010,Jun,6,13.76
