Notes,Region,Region Code,State,State Code,Year,Year Code,Month,Month Code,Avg Fine Particulate Matter (µg/m³)
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2003,2003,Jan,1,14.16
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2003,2003,Feb,2,15
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2003,2003,Mar,3,13.57
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2003,2003,Apr,4,9.34
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2003,2003,May,5,9.79
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2003,2003,Jun,6,16.01
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2003,2003,Jul,7,15.87
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2003,2003,Aug,8,15.21
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2003,2003,Sep,9,8.6
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2003,2003,Oct,10,11.23
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2003,2003,Nov,11,13.1
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2003,2003,Dec,12,10.6
Total,Census Region 1: Northeast,CENS-R1,Connecticut,9,2003,2003,,,12.7
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2004,2004,Jan,1,11.45
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2004,2004,Feb,2,12.41
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2004,2004,Mar,3,12.3
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2004,2004,Apr,4,9.43
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2004,2004,May,5,12.54
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2004,2004,Jun,6,13.37
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2004,2004,Jul,7,14.4
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2004,2004,Aug,8,13.36
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2004,2004,Sep,9,9.57
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2004,2004,Oct,10,9.66
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2004,2004,Nov,11,10.97
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2004,2004,Dec,12,12.22
Total,Census Region 1: Northeast,CENS-R1,Connecticut,9,2004,2004,,,11.81
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2005,2005,Jan,1,12.08
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2005,2005,Feb,2,13.12
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2005,2005,Mar,3,11.17
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2005,2005,Apr,4,9.31
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2005,2005,May,5,7.69
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2005,2005,Jun,6,15.64
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2005,2005,Jul,7,15.29
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2005,2005,Aug,8,15.43
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2005,2005,Sep,9,10.75
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2005,2005,Oct,10,6.96
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2005,2005,Nov,11,13
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2005,2005,Dec,12,14.57
Total,Census Region 1: Northeast,CENS-R1,Connecticut,9,2005,2005,,,12.08
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2006,2006,Jan,1,12.85
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2006,2006,Feb,2,11.71
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2006,2006,Mar,3,8.7
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2006,2006,Apr,4,7.21
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2006,2006,May,5,9.54
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2006,2006,Jun,6,12.18
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2006,2006,Jul,7,17.25
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2006,2006,Aug,8,10.9
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2006,2006,Sep,9,9.06
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2006,2006,Oct,10,8.27
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2006,2006,Nov,11,11.76
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2006,2006,Dec,12,10.78
Total,Census Region 1: Northeast,CENS-R1,Connecticut,9,2006,2006,,,10.85
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2007,2007,Jan,1,9.37
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2007,2007,Feb,2,10.92
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2007,2007,Mar,3,9.28
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2007,2007,Apr,4,6.61
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2007,2007,May,5,9.17
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2007,2007,Jun,6,13
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2007,2007,Jul,7,14
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2007,2007,Aug,8,12.83
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2007,2007,Sep,9,9.46
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2007,2007,Oct,10,9.81
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2007,2007,Nov,11,10.21
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2007,2007,Dec,12,12.38
Total,Census Region 1: Northeast,CENS-R1,Connecticut,9,2007,2007,,,10.59
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2008,2008,Jan,1,13.63
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2008,2008,Feb,2,12.08
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2008,2008,Mar,3,7.88
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2008,2008,Apr,4,7.98
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2008,2008,May,5,8.31
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2008,2008,Jun,6,15.08
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2008,2008,Jul,7,16.27
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2008,2008,Aug,8,8.57
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2008,2008,Sep,9,7.37
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2008,2008,Oct,10,8.12
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2008,2008,Nov,11,9.02
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2008,2008,Dec,12,10.31
Total,Census Region 1: Northeast,CENS-R1,Connecticut,9,2008,2008,,,10.38
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2009,2009,Jan,1,13.41
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2009,2009,Feb,2,10.01
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2009,2009,Mar,3,10.51
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2009,2009,Apr,4,10.23
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2009,2009,May,5,9.86
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2009,2009,Jun,6,12.72
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2009,2009,Jul,7,10.56
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2009,2009,Aug,8,11.6
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2009,2009,Sep,9,11.8
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2009,2009,Oct,10,8.31
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2009,2009,Nov,11,11.95
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2009,2009,Dec,12,11.76
Total,Census Region 1: Northeast,CENS-R1,Connecticut,9,2009,2009,,,11.06
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2010,2010,Jan,1,10.9
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2010,2010,Feb,2,10.21
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2010,2010,Mar,3,10.03
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2010,2010,Apr,4,10.79
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2010,2010,May,5,11.24
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2010,2010,Jun,6,10.97
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2010,2010,Jul,7,12.07
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2010,2010,Aug,8,11.68
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2010,2010,Sep,9,10.16
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2010,2010,Oct,10,9.73
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2010,2010,Nov,11,10.84
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2010,2010,Dec,12,11.41
Total,Census Region 1: Northeast,CENS-R1,Connecticut,9,2010,2010,,,10.84
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2011,2011,Jan,1,12.62
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2011,2011,Feb,2,10.18
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2011,2011,Mar,3,9.62
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2011,2011,Apr,4,9.29
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2011,2011,May,5,9.32
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2011,2011,Jun,6,12.77
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2011,2011,Jul,7,10.1
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2011,2011,Aug,8,10.67
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2011,2011,Sep,9,9.65
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2011,2011,Oct,10,9.07
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2011,2011,Nov,11,9.13
,Census Region 1: Northeast,CENS-R1,Connecticut,9,2011,2011,Dec,12,13.54
Total,Census Region 1: Northeast,CENS-R1,Connecticut,9,2011,2011,,,10.5
Total,Census Region 1: Northeast,CENS-R1,Connecticut,9,,,,,11.2
,Census Region 1: Northeast,CENS-R1,Maine,23,2003,2003,Jan,1,12.21
,Census Region 1: Northeast,CENS-R1,Maine,23,2003,2003,Feb,2,11.73
,Census Region 1: Northeast,CENS-R1,Maine,23,2003,2003,Mar,3,10.9
,Census Region 1: Northeast,CENS-R1,Maine,23,2003,2003,Apr,4,7.09
,Census Region 1: Northeast,CENS-R1,Maine,23,2003,2003,May,5,6.36
,Census Region 1: Northeast,CENS-R1,Maine,23,2003,2003,Jun,6,11.34
,Census Region 1: Northeast,CENS-R1,Maine,23,2003,2003,Jul,7,12.34
,Census Region 1: Northeast,CENS-R1,Maine,23,2003,2003,Aug,8,10.77
,Census Region 1: Northeast,CENS-R1,Maine,23,2003,2003,Sep,9,7.54
,Census Region 1: Northeast,CENS-R1,Maine,23,2003,2003,Oct,10,9.25
,Census Region 1: Northeast,CENS-R1,Maine,23,2003,2003,Nov,11,10.86
,Census Region 1: Northeast,CENS-R1,Maine,23,2003,2003,Dec,12,9.36
Total,Census Region 1: Northeast,CENS-R1,Maine,23,2003,2003,,,9.97
,Census Region 1: Northeast,CENS-R1,Maine,23,2004,2004,Jan,1,9.93
,Census Region 1: Northeast,CENS-R1,Maine,23,2004,2004,Feb,2,10.12
,Census Region 1: Northeast,CENS-R1,Maine,23,2004,2004,Mar,3,11
,Census Region 1: Northeast,CENS-R1,Maine,23,2004,2004,Apr,4,7.62
,Census Region 1: Northeast,CENS-R1,Maine,23,2004,2004,May,5,6.83
,Census Region 1: Northeast,CENS-R1,Maine,23,2004,2004,Jun,6,7.49
,Census Region 1: Northeast,CENS-R1,Maine,23,2004,2004,Jul,7,10.27
,Census Region 1: Northeast,CENS-R1,Maine,23,2004,2004,Aug,8,11.33
,Census Region 1: Northeast,CENS-R1,Maine,23,2004,2004,Sep,9,8.75
,Census Region 1: Northeast,CENS-R1,Maine,23,2004,2004,Oct,10,8.66
,Census Region 1: Northeast,CENS-R1,Maine,23,2004,2004,Nov,11,8.88
,Census Region 1: Northeast,CENS-R1,Maine,23,2004,2004,Dec,12,10.64
Total,Census Region 1: Northeast,CENS-R1,Maine,23,2004,2004,,,9.3
,Census Region 1: Northeast,CENS-R1,Maine,23,2005,2005,Jan,1,10.55
,Census Region 1: Northeast,CENS-R1,Maine,23,2005,2005,Feb,2,11.46
,Census Region 1: Northeast,CENS-R1,Maine,23,2005,2005,Mar,3,8.17
,Census Region 1: Northeast,CENS-R1,Maine,23,2005,2005,Apr,4,6.98
,Census Region 1: Northeast,CENS-R1,Maine,23,2005,2005,May,5,6.09
,Census Region 1: Northeast,CENS-R1,Maine,23,2005,2005,Jun,6,13.38
,Census Region 1: Northeast,CENS-R1,Maine,23,2005,2005,Jul,7,9.98
,Census Region 1: Northeast,CENS-R1,Maine,23,2005,2005,Aug,8,9.81
,Census Region 1: Northeast,CENS-R1,Maine,23,2005,2005,Sep,9,9.03
,Census Region 1: Northeast,CENS-R1,Maine,23,2005,2005,Oct,10,7.63
,Census Region 1: Northeast,CENS-R1,Maine,23,2005,2005,Nov,11,10.33
,Census Region 1: Northeast,CENS-R1,Maine,23,2005,2005,Dec,12,12.85
Total,Census Region 1: Northeast,CENS-R1,Maine,23,2005,2005,,,9.67
,Census Region 1: Northeast,CENS-R1,Maine,23,2006,2006,Jan,1,11.03
,Census Region 1: Northeast,CENS-R1,Maine,23,2006,2006,Feb,2,10.04
,Census Region 1: Northeast,CENS-R1,Maine,23,2006,2006,Mar,3,7.55
,Census Region 1: Northeast,CENS-R1,Maine,23,2006,2006,Apr,4,5.58
,Census Region 1: Northeast,CENS-R1,Maine,23,2006,2006,May,5,6.62
,Census Region 1: Northeast,CENS-R1,Maine,23,2006,2006,Jun,6,9.33
,Census Region 1: Northeast,CENS-R1,Maine,23,2006,2006,Jul,7,13.35
,Census Region 1: Northeast,CENS-R1,Maine,23,2006,2006,Aug,8,7.1
,Census Region 1: Northeast,CENS-R1,Maine,23,2006,2006,Sep,9,7.16
,Census Region 1: Northeast,CENS-R1,Maine,23,2006,2006,Oct,10,6.42
,Census Region 1: Northeast,CENS-R1,Maine,23,2006,2006,Nov,11,8.78
,Census Region 1: Northeast,CENS-R1,Maine,23,2006,2006,Dec,12,9.5
Total,Census Region 1: Northeast,CENS-R1,Maine,23,2006,2006,,,8.54
,Census Region 1: Northeast,CENS-R1,Maine,23,2007,2007,Jan,1,8.21
,Census Region 1: Northeast,CENS-R1,Maine,23,2007,2007,Feb,2,9.2
,Census Region 1: Northeast,CENS-R1,Maine,23,2007,2007,Mar,3,8.45
,Census Region 1: Northeast,CENS-R1,Maine,23,2007,2007,Apr,4,5.92
,Census Region 1: Northeast,CENS-R1,Maine,23,2007,2007,May,5,7.48
,Census Region 1: Northeast,CENS-R1,Maine,23,2007,2007,Jun,6,8.52
,Census Region 1: Northeast,CENS-R1,Maine,23,2007,2007,Jul,7,10.23
,Census Region 1: Northeast,CENS-R1,Maine,23,2007,2007,Aug,8,9.21
,Census Region 1: Northeast,CENS-R1,Maine,23,2007,2007,Sep,9,7.96
,Census Region 1: Northeast,CENS-R1,Maine,23,2007,2007,Oct,10,7.39
,Census Region 1: Northeast,CENS-R1,Maine,23,2007,2007,Nov,11,7.75
,Census Region 1: Northeast,CENS-R1,Maine,23,2007,2007,Dec,12,9.76
Total,Census Region 1: Northeast,CENS-R1,Maine,23,2007,2007,,,8.34
,Census Region 1: Northeast,CENS-R1,Maine,23,2008,2008,Jan,1,11.13
,Census Region 1: Northeast,CENS-R1,Maine,23,2008,2008,Feb,2,9.07
,Census Region 1: Northeast,CENS-R1,Maine,23,2008,2008,Mar,3,6.33
,Census Region 1: Northeast,CENS-R1,Maine,23,2008,2008,Apr,4,6.47
,Census Region 1: Northeast,CENS-R1,Maine,23,2008,2008,May,5,6.83
,Census Region 1: Northeast,CENS-R1,Maine,23,2008,2008,Jun,6,11.3
,Census Region 1: Northeast,CENS-R1,Maine,23,2008,2008,Jul,7,12.09
,Census Region 1: Northeast,CENS-R1,Maine,23,2008,2008,Aug,8,8.28
,Census Region 1: Northeast,CENS-R1,Maine,23,2008,2008,Sep,9,7.75
,Census Region 1: Northeast,CENS-R1,Maine,23,2008,2008,Oct,10,7.91
,Census Region 1: Northeast,CENS-R1,Maine,23,2008,2008,Nov,11,8.82
,Census Region 1: Northeast,CENS-R1,Maine,23,2008,2008,Dec,12,9.57
Total,Census Region 1: Northeast,CENS-R1,Maine,23,2008,2008,,,8.8
,Census Region 1: Northeast,CENS-R1,Maine,23,2009,2009,Jan,1,13.45
,Census Region 1: Northeast,CENS-R1,Maine,23,2009,2009,Feb,2,9.74
,Census Region 1: Northeast,CENS-R1,Maine,23,2009,2009,Mar,3,9.62
,Census Region 1: Northeast,CENS-R1,Maine,23,2009,2009,Apr,4,9.6
,Census Region 1: Northeast,CENS-R1,Maine,23,2009,2009,May,5,9.52
,Census Region 1: Northeast,CENS-R1,Maine,23,2009,2009,Jun,6,11.33
,Census Region 1: Northeast,CENS-R1,Maine,23,2009,2009,Jul,7,11.19
,Census Region 1: Northeast,CENS-R1,Maine,23,2009,2009,Aug,8,11.88
,Census Region 1: Northeast,CENS-R1,Maine,23,2009,2009,Sep,9,12.44
,Census Region 1: Northeast,CENS-R1,Maine,23,2009,2009,Oct,10,8.76
,Census Region 1: Northeast,CENS-R1,Maine,23,2009,2009,Nov,11,13.22
,Census Region 1: Northeast,CENS-R1,Maine,23,2009,2009,Dec,12,12.32
Total,Census Region 1: Northeast,CENS-R1,Maine,23,2009,2009,,,11.09
,Census Region 1: Northeast,CENS-R1,Maine,23,2010,2010,Jan,1,11.04
,Census Region 1: Northeast,CENS-R1,Maine,23,2010,2010,Feb,2,9.89
,Census Region 1: Northeast,CENS-R1,Maine,23,2010,2010,Mar,3,9.56
,Census Region 1: Northeast,CENS-R1,Maine,23,2010,2010,Apr,4,10.74
,Census Region 1: Northeast,CENS-R1,Maine,23,2010,2010,May,5,9.93
,Census Region 1: Northeast,CENS-R1,Maine,23,2010,2010,Jun,6,10.7
,Census Region 1: Northeast,CENS-R1,Maine,23,2010,2010,Jul,7,11.94
,Census Region 1: Northeast,CENS-R1,Maine,23,2010,2010,Aug,8,10.16
,Census Region 1: Northeast,CENS-R1,Maine,23,2010,2010,Sep,9,11.69
,Census Region 1: Northeast,CENS-R1,Maine,23,2010,2010,Oct,10,10.73
,Census Region 1: Northeast,CENS-R1,Maine,23,2010,2010,Nov,11,11.41
,Census Region 1: Northeast,CENS-R1,Maine,23,2010,2010,Dec,12,11.92
Total,Census Region 1: Northeast,CENS-R1,Maine,23,2010,2010,,,10.81
,Census Region 1: Northeast,CENS-R1,Maine,23,2011,2011,Jan,1,12.53
,Census Region 1: Northeast,CENS-R1,Maine,23,2011,2011,Feb,2,9.68
,Census Region 1: Northeast,CENS-R1,Maine,23,2011,2011,Mar,3,8.83
,Census Region 1: Northeast,CENS-R1,Maine,23,2011,2011,Apr,4,7.83
,Census Region 1: Northeast,CENS-R1,Maine,23,2011,2011,May,5,9.14
,Census Region 1: Northeast,CENS-R1,Maine,23,2011,2011,Jun,6,11.6
,Census Region 1: Northeast,CENS-R1,Maine,23,2011,2011,Jul,7,10.43
,Census Region 1: Northeast,CENS-R1,Maine,23,2011,2011,Aug,8,10.89
,Census Region 1: Northeast,CENS-R1,Maine,23,2011,2011,Sep,9,9.95
,Census Region 1: Northeast,CENS-R1,Maine,23,2011,2011,Oct,10,9.18
,Census Region 1: Northeast,CENS-R1,Maine,23,2011,2011,Nov,11,9.26
,Census Region 1: Northeast,CENS-R1,Maine,23,2011,2011,Dec,12,13.84
Total,Census Region 1: Northeast,CENS-R1,Maine,23,2011,2011,,,10.28
Total,Census Region 1: Northeast,CENS-R1,Maine,23,,,,,9.64
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2003,2003,Jan,1,13.18
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2003,2003,Feb,2,13.01
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2003,2003,Mar,3,12.39
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2003,2003,Apr,4,8.66
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2003,2003,May,5,8.01
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2003,2003,Jun,6,13.87
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2003,2003,Jul,7,14.46
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2003,2003,Aug,8,13.33
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2003,2003,Sep,9,8.09
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2003,2003,Oct,10,10.39
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2003,2003,Nov,11,11.94
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2003,2003,Dec,12,9.6
Total,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2003,2003,,,11.41
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2004,2004,Jan,1,10.59
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2004,2004,Feb,2,11.82
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2004,2004,Mar,3,12.03
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2004,2004,Apr,4,8.53
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2004,2004,May,5,10.54
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2004,2004,Jun,6,11.3
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2004,2004,Jul,7,13.73
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2004,2004,Aug,8,13.29
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2004,2004,Sep,9,9.36
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2004,2004,Oct,10,9.31
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2004,2004,Nov,11,10.24
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2004,2004,Dec,12,11.91
Total,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2004,2004,,,11.06
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2005,2005,Jan,1,10.75
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2005,2005,Feb,2,11.99
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2005,2005,Mar,3,10.34
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2005,2005,Apr,4,8.52
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2005,2005,May,5,7.55
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2005,2005,Jun,6,15.28
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2005,2005,Jul,7,14.22
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2005,2005,Aug,8,14.02
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2005,2005,Sep,9,10.3
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2005,2005,Oct,10,6.27
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2005,2005,Nov,11,11.83
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2005,2005,Dec,12,13.37
Total,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2005,2005,,,11.19
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2006,2006,Jan,1,11.97
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2006,2006,Feb,2,10.65
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2006,2006,Mar,3,7.92
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2006,2006,Apr,4,6.69
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2006,2006,May,5,8.65
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2006,2006,Jun,6,10.97
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2006,2006,Jul,7,16.23
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2006,2006,Aug,8,9.59
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2006,2006,Sep,9,8.18
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2006,2006,Oct,10,7.32
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2006,2006,Nov,11,10.84
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2006,2006,Dec,12,9.97
Total,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2006,2006,,,9.92
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2007,2007,Jan,1,8.64
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2007,2007,Feb,2,10.28
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2007,2007,Mar,3,8.29
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2007,2007,Apr,4,6.15
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2007,2007,May,5,8.56
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2007,2007,Jun,6,12.29
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2007,2007,Jul,7,12.93
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2007,2007,Aug,8,12.01
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2007,2007,Sep,9,9.23
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2007,2007,Oct,10,9.49
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2007,2007,Nov,11,9.47
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2007,2007,Dec,12,12.12
Total,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2007,2007,,,9.96
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2008,2008,Jan,1,12.57
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2008,2008,Feb,2,10.98
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2008,2008,Mar,3,7.77
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2008,2008,Apr,4,7.89
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2008,2008,May,5,7.89
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2008,2008,Jun,6,14.28
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2008,2008,Jul,7,15.88
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2008,2008,Aug,8,8.99
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2008,2008,Sep,9,7.28
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2008,2008,Oct,10,8.33
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2008,2008,Nov,11,9.1
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2008,2008,Dec,12,10.06
Total,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2008,2008,,,10.08
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2009,2009,Jan,1,13.43
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2009,2009,Feb,2,10.2
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2009,2009,Mar,3,10.35
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2009,2009,Apr,4,10.04
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2009,2009,May,5,9.97
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2009,2009,Jun,6,12.7
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2009,2009,Jul,7,10.57
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2009,2009,Aug,8,11.61
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2009,2009,Sep,9,12.13
