,FIPS,County,State,State Abbreviation,2010 Census,2011 Estimate,2012 Estimate,2013 Estimate,2014 Estimate,2015 Estimate,2016 Estimate,2017 Estimate
835,19093,ida,iowa,IA,7089,7044,7043,7073,6970,6962,6957,6865
836,19095,iowa,iowa,IA,16355,16319,16177,16279,16312,16275,16184,16103
837,19097,jackson,iowa,IA,19848,19725,19677,19510,19422,19357,19390,19366
838,19099,jasper,iowa,IA,36842,36613,36524,36718,36870,36729,36661,36966
839,19101,jefferson,iowa,IA,16843,17014,17215,17509,17693,17927,18172,18422
840,19103,johnson,iowa,IA,130882,133674,136783,139653,142100,144527,146633,149210
841,19105,jones,iowa,IA,20638,20734,20592,20508,20512,20402,20384,20536
842,19107,keokuk,iowa,IA,10511,10397,10427,10336,10282,10168,10177,10153
843,19109,kossuth,iowa,IA,15543,15392,15406,15324,15223,15153,15133,14999
844,19111,lee,iowa,IA,35862,35554,35531,35229,35052,34895,34456,34295
845,19113,linn,iowa,IA,211226,213983,215312,216235,217821,219971,221900,224115
846,19115,louisa,iowa,IA,11387,11374,11355,11336,11225,11256,11188,11184
847,19117,lucas,iowa,IA,8898,8869,8768,8686,8624,8599,8556,8534
848,19119,lyon,iowa,IA,11581,11691,11757,11695,11701,11748,11788,11792
849,19121,madison,iowa,IA,15679,15734,15638,15475,15604,15713,15794,16013
850,19123,mahaska,iowa,IA,22381,22490,22393,22405,22352,22308,22206,22235
851,19125,marion,iowa,IA,33309,33262,33266,33010,33260,33109,33149,33105
852,19127,marshall,iowa,IA,40648,40953,41007,40913,40672,40346,40160,40288
853,19129,mills,iowa,IA,15059,15028,14873,14907,14763,14882,15044,15068
854,19131,mitchell,iowa,IA,10776,10702,10711,10663,10693,10671,10657,10631
855,19133,monona,iowa,IA,9243,9235,9089,9028,8894,8863,8799,8740
856,19135,monroe,iowa,IA,7970,8059,8073,7978,7957,7925,7853,7845
857,19137,montgomery,iowa,IA,10740,10630,10540,10397,10378,10149,10134,10137
858,19139,muscatine,iowa,IA,42745,42771,42860,42931,42936,42964,42904,42880
859,19141,o'brien,iowa,IA,14398,14218,14154,14044,14036,13919,13921,13801
860,19143,osceola,iowa,IA,6462,6313,6203,6232,6227,6159,6084,6045
861,19145,page,iowa,IA,15932,15883,15689,15498,15463,15447,15335,15224
862,19147,palo alto,iowa,IA,9421,9349,9275,9159,9118,9138,9042,9092
863,19149,plymouth,iowa,IA,24986,24808,24822,24916,24897,24898,25205,25220
864,19151,pocahontas,iowa,IA,7310,7202,7141,7110,7096,6962,6848,6846
865,19153,polk,iowa,IA,430640,438137,444302,452032,460293,467252,474768,481830
866,19155,pottawattamie,iowa,IA,93158,93471,92906,92810,93199,93532,93508,93386
867,19157,poweshiek,iowa,IA,18914,18874,18710,18581,18571,18381,18292,18314
868,19159,ringgold,iowa,IA,5131,5049,5029,4974,4961,4974,4989,5034
869,19161,sac,iowa,IA,10350,10222,10161,10032,10048,9966,9818,9817
870,19163,scott,iowa,IA,165224,166521,168266,170071,171118,171724,172045,172509
871,19165,shelby,iowa,IA,12167,11986,12020,11894,11873,11794,11672,11628
872,19167,sioux,iowa,IA,33704,33984,34269,34454,34566,34687,34891,34860
873,19169,story,iowa,IA,89542,90797,91730,93462,95310,96348,96816,97502
874,19171,tama,iowa,IA,17767,17610,17501,17429,17308,17204,17179,17058
875,19173,taylor,iowa,IA,6317,6303,6262,6226,6164,6263,6237,6178
876,19175,union,iowa,IA,12534,12549,12580,12607,12615,12425,12390,12450
877,19177,van buren,iowa,IA,7570,7514,7449,7437,7392,7297,7255,7157
878,19179,wapello,iowa,IA,35625,35463,35425,35474,35382,35433,35270,35044
879,19181,warren,iowa,IA,46225,46628,46883,47348,47830,48466,49343,50163
880,19183,washington,iowa,IA,21704,21819,21903,21941,22017,22128,22109,22281
881,19185,wayne,iowa,IA,6403,6334,6326,6382,6374,6355,6437,6476
882,19187,webster,iowa,IA,38013,37728,37313,37312,37042,37015,36752,36605
883,19189,winnebago,iowa,IA,10866,10683,10590,10417,10541,10578,10601,10587
884,19191,winneshiek,iowa,IA,21056,21043,21037,20838,20693,20732,20409,20201
885,19193,woodbury,iowa,IA,102172,102622,102290,102195,102200,102455,102707,102429
886,19195,worth,iowa,IA,7598,7566,7501,7495,7562,7507,7475,7469
887,19197,wright,iowa,IA,13229,13030,13021,12980,12902,12840,12816,12784
888,20001,allen,kansas,KS,13371,13339,13294,13054,12882,12657,12647,12519
889,20003,anderson,kansas,KS,8102,8059,7918,7854,7882,7817,7814,7833
890,20005,atchison,kansas,KS,16924,16754,16774,16688,16524,16414,16373,16332
891,20007,barber,kansas,KS,4861,4926,4872,4914,4886,4828,4682,4586
892,20009,barton,kansas,KS,27674,27703,27537,27458,27329,27163,26911,26476
893,20011,bourbon,kansas,KS,15173,14941,14874,14828,14794,14736,14672,14754
894,20013,brown,kansas,KS,9984,9972,9865,9911,9783,9704,9642,9641
895,20015,butler,kansas,KS,65880,65826,65662,65658,65867,66250,66648,66878
896,20017,chase,kansas,KS,2790,2768,2742,2689,2653,2654,2644,2683
897,20019,chautauqua,kansas,KS,3669,3609,3561,3531,3459,3389,3385,3363
898,20021,cherokee,kansas,KS,21603,21352,21186,20893,20759,20517,20220,20115
899,20023,cheyenne,kansas,KS,2726,2693,2667,2671,2685,2673,2671,2683
900,20025,clark,kansas,KS,2215,2120,2165,2179,2114,2081,2065,2004
901,20027,clay,kansas,KS,8535,8526,8501,8386,8300,8294,8079,7958
902,20029,cloud,kansas,KS,9533,9417,9412,9350,9327,9185,9100,8991
903,20031,coffey,kansas,KS,8601,8486,8468,8378,8398,8293,8348,8224
904,20033,comanche,kansas,KS,1891,1880,1910,1923,1947,1825,1851,1790
905,20035,cowley,kansas,KS,36311,36235,36251,36142,35844,35690,35621,35361
906,20037,crawford,kansas,KS,39134,39184,39313,39227,39208,39032,38992,39034
907,20039,decatur,kansas,KS,2961,2926,2883,2908,2898,2925,2837,2885
908,20041,dickinson,kansas,KS,19754,19679,19701,19426,19299,19203,18981,18902
909,20043,doniphan,kansas,KS,7945,7957,7887,7871,7839,7786,7729,7727
910,20045,douglas,kansas,KS,110826,112381,113215,114554,116323,117866,119492,120793
911,20047,edwards,kansas,KS,3037,3023,2970,2969,3018,2950,2900,2893
912,20049,elk,kansas,KS,2882,2786,2661,2633,2694,2571,2511,2498
913,20051,ellis,kansas,KS,28452,28752,29074,29012,28934,28929,28823,28689
914,20053,ellsworth,kansas,KS,6497,6458,6459,6363,6346,6305,6311,6330
915,20055,finney,kansas,KS,36776,37115,37134,37076,37137,37191,36998,37084
916,20057,ford,kansas,KS,33848,34433,34765,34937,34893,34578,34501,34381
917,20059,franklin,kansas,KS,25992,25846,25817,25725,25531,25461,25547,25733
918,20061,geary,kansas,KS,34362,35275,37886,36777,36459,36682,35208,33855
919,20063,gove,kansas,KS,2695,2730,2765,2799,2753,2703,2630,2631
920,20065,graham,kansas,KS,2597,2639,2584,2592,2557,2592,2568,2495
921,20067,grant,kansas,KS,7829,7894,7832,7847,7794,7727,7685,7526
922,20069,gray,kansas,KS,6006,6087,5966,5982,6052,6050,5980,5958
923,20071,greeley,kansas,KS,1247,1255,1268,1283,1301,1299,1280,1249
924,20073,greenwood,kansas,KS,6689,6609,6426,6358,6288,6233,6132,6123
925,20075,hamilton,kansas,KS,2690,2645,2663,2629,2647,2561,2629,2640
926,20077,harper,kansas,KS,6034,5938,5863,5843,5832,5783,5680,5590
927,20079,harvey,kansas,KS,34684,34700,34782,34729,34584,34783,34774,34544
928,20081,haskell,kansas,KS,4256,4233,4214,4121,4099,4092,4038,4053
929,20083,hodgeman,kansas,KS,1916,1957,1929,1925,1888,1866,1833,1842
930,20085,jackson,kansas,KS,13462,13424,13399,13309,13438,13284,13259,13318
931,20087,jefferson,kansas,KS,19126,18956,18877,18789,18821,18814,18856,18998
932,20089,jewell,kansas,KS,3077,3093,3057,3063,3047,2966,2888,2850
933,20091,johnson,kansas,KS,544179,552760,559388,566287,572885,578920,584716,591178
934,20093,kearny,kansas,KS,3977,3965,3982,3920,3939,3934,3900,3960
935,20095,kingman,kansas,KS,7858,7889,7824,7800,7678,7628,7414,7360
936,20097,kiowa,kansas,KS,2553,2558,2512,2534,2529,2566,2504,2485
937,20099,labette,kansas,KS,21607,21380,21169,20878,20781,20632,20330,20145
938,20101,lane,kansas,KS,1750,1744,1683,1698,1666,1630,1600,1559
939,20103,leavenworth,kansas,KS,76227,77053,77626,78057,78516,79010,80115,81095
940,20105,lincoln,kansas,KS,3241,3232,3178,3159,3182,3142,3077,3043
941,20107,linn,kansas,KS,9656,9612,9485,9544,9536,9580,9626,9726
942,20109,logan,kansas,KS,2756,2761,2789,2771,2764,2781,2812,2821
943,20111,lyon,kansas,KS,33690,33632,33534,33463,33134,33119,33400,33392
944,20113,mcpherson,kansas,KS,29180,29114,29181,29373,28863,28615,28402,28708
945,20115,marion,kansas,KS,12660,12543,12373,12200,12182,12044,12022,11986
946,20117,marshall,kansas,KS,10117,9980,10021,9968,9940,9839,9801,9745
947,20119,meade,kansas,KS,4575,4519,4381,4285,4344,4293,4251,4303
948,20121,miami,kansas,KS,32787,32735,32669,32834,32873,32751,32963,33461
949,20123,mitchell,kansas,KS,6373,6283,6301,6307,6244,6286,6186,6128
950,20125,montgomery,kansas,KS,35471,34778,34476,34442,34067,33384,32867,32556
951,20127,morris,kansas,KS,5923,5866,5850,5721,5667,5624,5556,5455
952,20129,morton,kansas,KS,3233,3178,3130,3119,3045,2952,2800,2740
953,20131,nemaha,kansas,KS,10178,10087,10067,10093,10081,10081,10100,10118
954,20133,neosho,kansas,KS,16512,16445,16419,16381,16328,16262,16058,16015
955,20135,ness,kansas,KS,3107,3117,3079,3087,3081,3010,2956,2869
956,20137,norton,kansas,KS,5671,5656,5587,5614,5533,5539,5506,5441
957,20139,osage,kansas,KS,16295,16340,16176,16080,15968,15859,15789,15772
958,20141,osborne,kansas,KS,3858,3828,3805,3796,3750,3642,3624,3610
959,20143,ottawa,kansas,KS,6091,6063,6028,6043,6028,5934,5919,5863
960,20145,pawnee,kansas,KS,6973,6978,6862,6864,6823,6771,6742,6680
961,20147,phillips,kansas,KS,5642,5541,5522,5560,5494,5415,5393,5370
962,20149,pottawatomie,kansas,KS,21604,22028,22332,22576,22744,23121,23593,23908
963,20151,pratt,kansas,KS,9656,9644,9764,9783,9761,9685,9572,9547
964,20153,rawlins,kansas,KS,2519,2507,2507,2560,2539,2504,2501,2497
965,20155,reno,kansas,KS,64511,64425,64212,64083,63678,63488,63040,62510
966,20157,republic,kansas,KS,4980,4891,4825,4767,4737,4681,4651,4691
967,20159,rice,kansas,KS,10083,10099,9994,9978,9970,9925,9809,9660
968,20161,riley,kansas,KS,71115,73350,77408,76807,76295,76659,74548,74172
969,20163,rooks,kansas,KS,5181,5198,5219,5193,5204,5180,5120,5043
970,20165,rush,kansas,KS,3307,3211,3209,3178,3162,3099,3074,3103
971,20167,russell,kansas,KS,6970,6989,6992,6978,7007,7045,6990,6915
972,20169,saline,kansas,KS,55606,55823,55896,55810,55566,55491,55070,54734
973,20171,scott,kansas,KS,4936,4923,4889,4943,5003,4989,5011,4961
974,20173,sedgwick,kansas,KS,498365,500918,504112,506455,508921,510715,512641,513687
975,20175,seward,kansas,KS,22952,23163,23400,23354,23297,23174,22756,22159
976,20177,shawnee,kansas,KS,177934,178897,178943,178615,178487,178515,178154,178187
977,20179,sheridan,kansas,KS,2556,2501,2491,2500,2503,2475,2482,2527
978,20181,sherman,kansas,KS,6010,6054,6121,6091,6067,5960,5945,5930
979,20183,smith,kansas,KS,3853,3791,3753,3699,3729,3690,3678,3668
980,20185,stafford,kansas,KS,4437,4382,4352,4343,4286,4220,4200,4207
981,20187,stanton,kansas,KS,2235,2212,2154,2176,2133,2066,2100,2060
982,20189,stevens,kansas,KS,5724,5637,5753,5819,5831,5786,5655,5612
983,20191,sumner,kansas,KS,24132,23785,23635,23535,23379,23406,23203,23159
984,20193,thomas,kansas,KS,7900,7939,7931,7933,7828,7875,7811,7788
985,20195,trego,kansas,KS,3001,2953,2941,2945,2895,2906,2863,2884
986,20197,wabaunsee,kansas,KS,7053,7031,6988,7019,6932,6873,6890,6874
987,20199,wallace,kansas,KS,1485,1525,1523,1560,1502,1506,1505,1524
988,20201,washington,kansas,KS,5799,5819,5729,5628,5612,5569,5568,5485
989,20203,wichita,kansas,KS,2234,2257,2227,2190,2181,2160,2131,2125
990,20205,wilson,kansas,KS,9409,9242,9124,9094,8976,8852,8693,8675
991,20207,woodson,kansas,KS,3309,3322,3275,3216,3188,3145,3195,3147
992,20209,wyandotte,kansas,KS,157505,158022,159471,160940,162106,163384,164418,165288
993,21001,adair,kentucky,KY,18656,18984,18929,19110,19246,19298,19379,19485
994,21003,allen,kentucky,KY,19956,20181,20239,20319,20497,20662,20729,20933
995,21005,anderson,kentucky,KY,21421,21522,21657,21706,21824,21865,22144,22544
996,21007,ballard,kentucky,KY,8249,8270,8288,8255,8191,8217,8057,8039
997,21009,barren,kentucky,KY,42173,42324,42607,42924,43028,43549,43789,43801
998,21011,bath,kentucky,KY,11591,11714,11781,11975,12129,12194,12271,12378
999,21013,bell,kentucky,KY,28691,28656,28295,28041,27841,27379,27192,26894
1000,21015,boone,kentucky,KY,118811,121510,122986,124495,126241,127793,129154,130728
1001,21017,bourbon,kentucky,KY,19985,19983,19963,19928,19976,20093,20057,20029
1002,21019,boyd,kentucky,KY,49542,49417,49253,48907,48840,48507,48196,47979
1003,21021,boyle,kentucky,KY,28432,28760,28978,29579,29760,29714,29888,29924
1004,21023,bracken,kentucky,KY,8488,8505,8451,8410,8347,8278,8350,8267
1005,21025,breathitt,kentucky,KY,13878,13785,13608,13524,13362,13361,13189,12946
1006,21027,breckinridge,kentucky,KY,20059,20263,20072,20040,19878,19971,19954,20111
1007,21029,bullitt,kentucky,KY,74319,75209,75925,76897,78053,78707,79209,80246
1008,21031,butler,kentucky,KY,12690,12710,12728,12693,12726,12723,12701,12831
1009,21033,caldwell,kentucky,KY,12984,13020,12988,12882,12847,12747,12619,12639
1010,21035,calloway,kentucky,KY,37191,37655,38021,38323,38423,38642,38772,38919
1011,21037,campbell,kentucky,KY,90336,91063,90887,90999,91592,91906,92034,92488
1012,21039,carlisle,kentucky,KY,5104,5041,5033,4963,4966,4860,4816,4846
1013,21041,carroll,kentucky,KY,10811,10971,10837,10801,10708,10654,10599,10713
1014,21043,carter,kentucky,KY,27720,27624,27639,27589,27511,27436,27246,27144
1015,21045,casey,kentucky,KY,15955,15905,16023,16004,15772,15737,15761,15750
1016,21047,christian,kentucky,KY,73955,73467,74914,73619,73327,73095,71735,70416
1017,21049,clark,kentucky,KY,35613,35438,35695,35553,35631,35666,35889,36046
1018,21051,clay,kentucky,KY,21730,21596,21525,21195,21096,20990,20683,20366
1019,21053,clinton,kentucky,KY,10272,10157,10269,10171,10198,10177,10220,10276
1020,21055,crittenden,kentucky,KY,9315,9248,9223,9179,9175,9170,9163,9084
1021,21057,cumberland,kentucky,KY,6856,6876,6864,6800,6731,6748,6736,6706
1022,21059,daviess,kentucky,KY,96656,97185,97879,98289,98421,99364,99844,100374
1023,21061,edmonson,kentucky,KY,12161,12213,12077,12042,11993,11986,12068,12226
1024,21063,elliott,kentucky,KY,7852,7783,7634,7552,7535,7548,7507,7523
1025,21065,estill,kentucky,KY,14672,14648,14499,14479,14439,14370,14345,14277
1026,21067,fayette,kentucky,KY,295803,301368,305303,308591,310886,315055,319052,321959
1027,21069,fleming,kentucky,KY,14348,14495,14541,14549,14487,14588,14506,14446
1028,21071,floyd,kentucky,KY,39451,39752,39138,38471,37994,37529,36969,36271
1029,21073,franklin,kentucky,KY,49285,49294,49420,49424,49688,50008,50241,50485
1030,21075,fulton,kentucky,KY,6813,6745,6563,6387,6267,6269,6180,6192
1031,21077,gallatin,kentucky,KY,8589,8608,8536,8553,8612,8591,8728,8776
1032,21079,garrard,kentucky,KY,16912,16875,17017,17003,16986,17219,17398,17523
1033,21081,grant,kentucky,KY,24662,24758,24507,24553,24819,24734,24908,24984
1034,21083,graves,kentucky,KY,37121,37568,37516,37339,37523,37165,37148,37121
1035,21085,grayson,kentucky,KY,25746,25752,25797,25953,26065,26130,26140,26358
1036,21087,green,kentucky,KY,11258,11192,11282,11156,11028,10970,11001,11065
1037,21089,greenup,kentucky,KY,36910,36829,36673,36475,36288,35982,35795,35518
1038,21091,hancock,kentucky,KY,8565,8589,8643,8630,8685,8645,8737,8801
1039,21093,hardin,kentucky,KY,105543,107479,108175,108884,108425,106224,106893,108071
1040,21095,harlan,kentucky,KY,29278,29120,28673,28486,28016,27507,27016,26713
1041,21097,harrison,kentucky,KY,18846,18686,18600,18535,18610,18636,18588,18781
1042,21099,hart,kentucky,KY,18199,18293,18404,18462,18504,18404,18527,18757
1043,21101,henderson,kentucky,KY,46250,46327,46422,46344,46381,46365,46244,45928
1044,21103,henry,kentucky,KY,15416,15370,15326,15418,15543,15566,15853,16006
1045,21105,hickman,kentucky,KY,4902,4781,4735,4707,4677,4608,4612,4520
1046,21107,hopkins,kentucky,KY,46920,46844,46619,46431,46172,46067,45708,45547
1047,21109,jackson,kentucky,KY,13494,13388,13312,13397,13313,13330,13373,13431
1048,21111,jefferson,kentucky,KY,741096,746337,751377,757955,761099,764341,767335,771158
1049,21113,jessamine,kentucky,KY,48586,48895,49465,50069,50848,51788,52255,53375
1050,21115,johnson,kentucky,KY,23356,23418,23411,23463,23257,23137,22870,22594
1051,21117,kenton,kentucky,KY,159720,160408,161320,162660,163195,164084,164596,165399
1052,21119,knott,kentucky,KY,16346,16291,16108,16070,15923,15657,15510,15291
1053,21121,knox,kentucky,KY,31883,31877,31502,31647,31518,31404,31324,31227
1054,21123,larue,kentucky,KY,14193,14189,14061,14031,14119,14122,14033,14205
1055,21125,laurel,kentucky,KY,58849,59327,59480,59629,59840,59870,59990,60174
1056,21127,lawrence,kentucky,KY,15860,15942,15896,15903,15889,15862,15846,15719
1057,21129,lee,kentucky,KY,7887,7710,7584,6881,6797,6740,6598,6570
1058,21131,leslie,kentucky,KY,11310,11237,11141,10986,10833,10646,10439,10334
1059,21133,letcher,kentucky,KY,24519,24383,24020,23548,23366,23055,22749,22339
1060,21135,lewis,kentucky,KY,13870,13793,13763,13676,13750,13586,13475,13339
1061,21137,lincoln,kentucky,KY,24742,24737,24424,24458,24447,24360,24346,24456
1062,21139,livingston,kentucky,KY,9519,9503,9437,9331,9331,9295,9215,9269
1063,21141,logan,kentucky,KY,26835,26829,26711,26971,26808,26737,26657,27060
1064,21143,lyon,kentucky,KY,8314,8435,8449,8454,8413,8310,8083,8082
1065,21145,mccracken,kentucky,KY,65565,65829,65631,65370,65352,64976,65342,65385
1066,21147,mccreary,kentucky,KY,18306,18287,18054,17929,17921,17868,17555,17465
1067,21149,mclean,kentucky,KY,9531,9502,9490,9455,9410,9399,9342,9201
1068,21151,madison,kentucky,KY,82916,84770,85390,85905,87058,88156,89537,91226
1069,21153,magoffin,kentucky,KY,13333,13223,13068,12944,12981,12779,12674,12538
1070,21155,marion,kentucky,KY,19820,19984,19898,19895,19051,19191,19143,19395
1071,21157,marshall,kentucky,KY,31448,31255,31255,31203,30983,31045,31273,31382
1072,21159,martin,kentucky,KY,12929,12847,12742,12667,12510,12297,11947,11452
1073,21161,mason,kentucky,KY,17490,17548,17467,17330,17137,17036,17158,17174
1074,21163,meade,kentucky,KY,28602,29651,29264,29240,29102,27749,28014,28154
1075,21165,menifee,kentucky,KY,6306,6414,6335,6339,6299,6367,6446,6455
1076,21167,mercer,kentucky,KY,21331,21279,21314,21263,21345,21370,21393,21521
1077,21169,metcalfe,kentucky,KY,10099,10052,9967,9944,9982,9908,10010,10107
1078,21171,monroe,kentucky,KY,10963,10913,10840,10702,10666,10617,10579,10659
1079,21173,montgomery,kentucky,KY,26499,26752,26865,27232,27360,27569,27661,27928
1080,21175,morgan,kentucky,KY,13923,13721,13533,13368,13351,13262,13235,13188
1081,21177,muhlenberg,kentucky,KY,31499,31527,31388,31331,31307,31248,31064,30816
1082,21179,nelson,kentucky,KY,43437,44060,44407,44544,44857,45103,45512,45640
1083,21181,nicholas,kentucky,KY,7135,7086,7008,7007,7048,7058,7063,7130
1084,21183,ohio,kentucky,KY,23842,23973,24013,23965,23941,24027,24196,24182
1085,21185,oldham,kentucky,KY,60316,60736,62063,62994,63924,64496,65336,66415
1086,21187,owen,kentucky,KY,10841,10816,10750,10634,10646,10724,10663,10765
1087,21189,owsley,kentucky,KY,4755,4808,4684,4602,4505,4447,4495,4435
1088,21191,pendleton,kentucky,KY,14877,14658,14542,14556,14472,14475,14576,14573
1089,21193,perry,kentucky,KY,28712,28713,28317,28001,27570,27357,27165,26553
1090,21195,pike,kentucky,KY,65024,64906,64587,63847,62953,61803,60443,58883
1091,21197,powell,kentucky,KY,12613,12620,12479,12479,12361,12236,12295,12374
1092,21199,pulaski,kentucky,KY,63063,63499,63505,63749,63830,63827,64014,64449
1093,21201,robertson,kentucky,KY,2282,2290,2216,2216,2187,2135,2135,2134
1094,21203,rockcastle,kentucky,KY,17056,17109,17064,16747,16827,16933,16871,16698
1095,21205,rowan,kentucky,KY,23333,23559,23801,24207,24231,24604,24402,24517
1096,21207,russell,kentucky,KY,17565,17684,17597,17703,17750,17657,17770,17775
1097,21209,scott,kentucky,KY,47173,47965,48990,49987,51212,52120,53416,54873
1098,21211,shelby,kentucky,KY,42074,42869,43619,44362,45027,45752,46592,47421
1099,21213,simpson,kentucky,KY,17327,17302,17552,17688,17751,17874,17985,18108
1100,21215,spencer,kentucky,KY,17061,17382,17437,17597,17733,17984,18239,18507
1101,21217,taylor,kentucky,KY,24512,24993,25076,25149,25372,25601,25437,25472
1102,21219,todd,kentucky,KY,12460,12410,12597,12450,12409,12420,12362,12243
1103,21221,trigg,kentucky,KY,14339,14221,14419,14308,14136,14228,14313,14444
1104,21223,trimble,kentucky,KY,8809,8817,8851,8818,8735,8744,8627,8561
1105,21225,union,kentucky,KY,15007,15262,15083,15068,15083,14966,14792,14668
1106,21227,warren,kentucky,KY,113792,115809,117252,119192,121005,123737,126341,128845
1107,21229,washington,kentucky,KY,11717,11742,11822,11838,11895,12008,12130,12126
1108,21231,wayne,kentucky,KY,20813,20889,20818,20775,20609,20607,20753,20716
1109,21233,webster,kentucky,KY,13621,13521,13455,13354,13191,13162,13174,13018
1110,21235,whitley,kentucky,KY,35637,35861,35782,35878,35846,36092,36103,36214
1111,21237,wolfe,kentucky,KY,7355,7363,7194,7281,7252,7244,7215,7264
1112,21239,woodford,kentucky,KY,24939,24921,25074,25285,25536,25806,26091,26368
1113,22001,acadia,louisiana,LA,61773,61826,61984,62284,62664,62696,62800,62590
1114,22003,allen,louisiana,LA,25764,25741,25632,25676,25724,25630,25686,25621
1115,22005,ascension,louisiana,LA,107215,109996,112203,114572,117263,119376,121488,122948
1116,22007,assumption,louisiana,LA,23421,23176,23067,23191,23038,22895,22755,22526
1117,22009,avoyelles,louisiana,LA,42073,41795,41588,41290,41121,41042,41040,40980
1118,22011,beauregard,louisiana,LA,35654,36090,36343,36278,36261,36526,36998,36928
1119,22013,bienville,louisiana,LA,14353,14261,14194,13966,13789,13830,13806,13638
1120,22015,bossier,louisiana,LA,116979,120023,123130,123965,124916,125722,126252,127634
1121,22017,caddo,louisiana,LA,254969,256997,257364,255255,252789,251577,249145,246581
1122,22019,calcasieu,louisiana,LA,192768,193813,194506,195506,196641,198542,200632,202445
1123,22021,caldwell,louisiana,LA,10132,10128,10046,9981,9946,10052,10071,9950
1124,22023,cameron,louisiana,LA,6839,6662,6620,6703,6715,6815,6886,6912
1125,22025,catahoula,louisiana,LA,10407,10284,10246,10255,10140,10038,9910,9875
1126,22027,claiborne,louisiana,LA,17195,16936,16872,16671,16411,16266,16164,15969
1127,22029,concordia,louisiana,LA,20822,20835,20495,20496,20474,20227,19994,19866
1128,22031,de soto,louisiana,LA,26656,26774,27022,27092,27066,27111,27211,27340
1129,22033,east baton rouge,louisiana,LA,440171,441158,442980,444451,445887,446496,447731,446268
1130,22035,east carroll,louisiana,LA,7759,7657,7577,7498,7440,7275,7249,7126
1131,22037,east feliciana,louisiana,LA,20267,20086,19862,19605,19682,19545,19523,19412
1132,22039,evangeline,louisiana,LA,33984,33822,33751,33834,33763,33734,33710,33708
1133,22041,franklin,louisiana,LA,20767,20768,20572,20507,20428,20379,20364,20260
1134,22043,grant,louisiana,LA,22309,22370,22379,22280,22331,22279,22297,22336
1135,22045,iberia,louisiana,LA,73240,73504,73783,73886,73758,73833,73077,72176
1136,22047,iberville,louisiana,LA,33387,33353,33331,33376,33136,33152,32917,33027
1137,22049,jackson,louisiana,LA,16274,16350,16265,16132,15991,15946,15847,15846
1138,22051,jefferson,louisiana,LA,432552,434034,434559,435197,435585,436888,438485,439036
1139,22053,jefferson davis,louisiana,LA,31594,31590,31448,31299,31450,31428,31370,31477
1140,22055,lafayette,louisiana,LA,221578,224375,227197,231418,235834,239665,241746,242485
1141,22057,lafourche,louisiana,LA,96318,97011,97177,97254,97901,98363,98617,98426
1142,22059,lasalle,louisiana,LA,14890,14930,14854,14812,14870,14984,15052,14933
1143,22061,lincoln,louisiana,LA,46735,47053,47090,47313,47342,47634,47647,47744
1144,22063,livingston,louisiana,LA,128026,130160,131843,134029,135579,137564,140080,138228
1145,22065,madison,louisiana,LA,12093,11975,12211,11908,11819,11552,11485,11316
1146,22067,morehouse,louisiana,LA,27979,27476,27377,26935,26653,26309,25914,25641
1147,22069,natchitoches,louisiana,LA,39566,39371,39337,39112,39126,39003,38995,39021
1148,22071,orleans,louisiana,LA,343829,360661,370080,379125,384763,390711,393021,393292
1149,22073,ouachita,louisiana,LA,153720,154594,155244,156061,156382,156911,156937,155874
1150,22075,plaquemines,louisiana,LA,23042,23588,23837,23524,23322,23450,23327,23348
1151,22077,pointe coupee,louisiana,LA,22802,22797,22670,22420,22305,22204,22156,22268
1152,22079,rapides,louisiana,LA,131613,132004,132057,132359,132302,131993,132097,131648
1153,22081,red river,louisiana,LA,9091,9082,9074,8964,8765,8715,8634,8536
1154,22083,richland,louisiana,LA,20725,20889,20919,20919,20764,20550,20452,20411
1155,22085,sabine,louisiana,LA,24233,24425,24326,24261,24122,24229,24093,24018
1156,22087,st. bernard,louisiana,LA,35897,39505,41489,43435,44447,45439,45814,46202
1157,22089,st. charles,louisiana,LA,52780,52376,52432,52646,52732,52647,52864,52749
1158,22091,st. helena,louisiana,LA,11203,10954,10978,10771,10516,10455,10439,10363
1159,22093,st. james,louisiana,LA,22102,21784,21638,21615,21523,21486,21432,21367
1160,22095,st. john the baptist,louisiana,LA,45924,45052,44728,43578,43743,43585,43480,43441
1161,22097,st. landry,louisiana,LA,83384,83430,83464,83408,83665,83625,83703,83497
1162,22099,st. martin,louisiana,LA,52160,52778,52657,52915,53281,53868,53809,54171
1163,22101,st. mary,louisiana,LA,54650,54135,53545,53550,53273,52920,52174,50973
1164,22103,st. tammany,louisiana,LA,233740,236780,239139,242074,245511,249320,252772,256327
1165,22105,tangipahoa,louisiana,LA,121097,122629,123637,125443,126954,128735,130623,132497
1166,22107,tensas,louisiana,LA,5252,5092,4999,4934,4854,4774,4677,4615
1167,22109,terrebonne,louisiana,LA,111860,111593,111720,112684,113512,113928,113123,112086
1168,22111,union,louisiana,LA,22721,22754,22525,22449,22556,22499,22609,22571
1169,22113,vermilion,louisiana,LA,57999,58210,58672,59308,59567,59979,60214,60136
1170,22115,vernon,louisiana,LA,52334,52243,54123,52832,52852,51497,51621,50726
1171,22117,washington,louisiana,LA,47168,47155,46709,46445,46353,46389,46424,46633
1172,22119,webster,louisiana,LA,41207,41233,40905,40665,40299,40076,39795,39378
