,FIPS,County,State,State Abbreviation,2010 Census,2011 Estimate,2012 Estimate,2013 Estimate,2014 Estimate,2015 Estimate,2016 Estimate,2017 Estimate
1440,28079,leake,mississippi,MS,23805,23255,23194,23264,23182,22780,22737,22715
1441,28081,lee,mississippi,MS,82910,84010,84785,84961,84758,84730,84816,84933
1442,28083,leflore,mississippi,MS,32317,32050,30788,30737,30685,30194,29727,29223
1443,28085,lincoln,mississippi,MS,34869,34859,34837,34716,34725,34516,34404,34347
1444,28087,lowndes,mississippi,MS,59779,59591,59595,59791,59779,59574,59460,59186
1445,28089,madison,mississippi,MS,95203,96872,98004,99417,100788,102364,103875,104618
1446,28091,marion,mississippi,MS,27088,26672,26331,26061,25680,25408,25113,25069
1447,28093,marshall,mississippi,MS,37144,36742,36543,36451,36166,35887,35780,35619
1448,28095,monroe,mississippi,MS,36989,36610,36416,36158,36065,35830,35908,35872
1449,28097,montgomery,mississippi,MS,10925,10768,10599,10575,10357,10183,10259,10173
1450,28099,neshoba,mississippi,MS,29676,29730,29714,29506,29428,29445,29439,29369
1451,28101,newton,mississippi,MS,21720,21418,21496,21521,21615,21479,21385,21185
1452,28103,noxubee,mississippi,MS,11545,11291,11150,11052,11061,10939,10914,10742
1453,28105,oktibbeha,mississippi,MS,47671,47721,48808,49076,49024,49480,49579,49799
1454,28107,panola,mississippi,MS,34707,34472,34426,34403,34434,34153,34160,33994
1455,28109,pearl river,mississippi,MS,55834,55432,54996,54830,55130,54941,55072,55270
1456,28111,perry,mississippi,MS,12250,12150,11993,12009,12051,12068,12076,12032
1457,28113,pike,mississippi,MS,40404,40430,40086,39942,39937,39862,39608,39468
1458,28115,pontotoc,mississippi,MS,29957,29774,30301,30678,30787,30834,31437,31640
1459,28117,prentiss,mississippi,MS,25276,25353,25351,25468,25405,25417,25394,25261
1460,28119,quitman,mississippi,MS,8223,8053,7800,7814,7685,7512,7404,7269
1461,28121,rankin,mississippi,MS,141617,144147,145784,147291,148406,149374,151074,152080
1462,28123,scott,mississippi,MS,28264,28344,28331,28304,28500,28392,28378,28420
1463,28125,sharkey,mississippi,MS,4916,4874,4785,4677,4610,4563,4534,4435
1464,28127,simpson,mississippi,MS,27503,27392,27413,27519,27490,27140,26980,26947
1465,28129,smith,mississippi,MS,16491,16531,16342,16233,16211,16077,15971,16078
1466,28131,stone,mississippi,MS,17786,17890,18042,17955,17852,18035,17951,18112
1467,28133,sunflower,mississippi,MS,29450,28515,28404,27906,27398,26902,26389,25981
1468,28135,tallahatchie,mississippi,MS,15378,15317,15040,14960,14701,14591,14383,14125
1469,28137,tate,mississippi,MS,28886,28745,28532,28355,28246,28379,28246,28441
1470,28139,tippah,mississippi,MS,22232,22026,21904,21992,21969,21991,22045,21969
1471,28141,tishomingo,mississippi,MS,19593,19623,19606,19497,19413,19467,19460,19542
1472,28143,tunica,mississippi,MS,10778,10580,10430,10448,10491,10260,10156,10024
1473,28145,union,mississippi,MS,27134,27290,27329,27749,28116,28265,28325,28556
1474,28147,walthall,mississippi,MS,15443,15374,15073,14856,14837,14590,14570,14499
1475,28149,warren,mississippi,MS,48773,48306,48211,48289,47944,47510,47041,46768
1476,28151,washington,mississippi,MS,51137,50442,50012,49651,48997,47952,47191,46221
1477,28153,wayne,mississippi,MS,20747,20611,20612,20457,20451,20486,20450,20446
1478,28155,webster,mississippi,MS,10253,10182,10078,9939,9989,9869,9777,9765
1479,28157,wilkinson,mississippi,MS,9878,9584,9459,9343,9182,9085,9008,8804
1480,28159,winston,mississippi,MS,19198,19040,18973,18757,18601,18447,18360,18246
1481,28161,yalobusha,mississippi,MS,12678,12516,12391,12378,12306,12462,12489,12497
1482,28163,yazoo,mississippi,MS,28065,28264,28336,27994,27811,27411,27206,27057
1483,29001,adair,missouri,MO,25607,25635,25668,25709,25537,25339,25223,25377
1484,29003,andrew,missouri,MO,17291,17195,17307,17303,17281,17311,17339,17555
1485,29005,atchison,missouri,MO,5685,5573,5514,5423,5362,5304,5310,5275
1486,29007,audrain,missouri,MO,25529,25527,25527,25544,25815,25941,25875,25641
1487,29009,barry,missouri,MO,35597,35326,35321,35330,35330,35325,35339,35668
1488,29011,barton,missouri,MO,12402,12344,12296,12177,11987,11835,11859,11850
1489,29013,bates,missouri,MO,17049,16967,16619,16432,16520,16367,16371,16334
1490,29015,benton,missouri,MO,19056,19028,18988,18940,18874,18782,18921,19074
1491,29017,bollinger,missouri,MO,12363,12380,12447,12486,12420,12321,12204,12306
1492,29019,boone,missouri,MO,162642,166019,168674,170937,172787,174395,176555,178271
1493,29021,buchanan,missouri,MO,89201,89669,89906,89842,89639,89223,89354,89065
1494,29023,butler,missouri,MO,42794,42985,42988,42969,42865,42840,42789,42666
1495,29025,caldwell,missouri,MO,9424,9281,9093,9045,9005,9011,9070,9100
1496,29027,callaway,missouri,MO,44332,44275,44380,44515,44636,44704,45077,45032
1497,29029,camden,missouri,MO,44002,43797,44175,44284,44571,44781,45009,45632
1498,29031,cape girardeau,missouri,MO,75674,76566,77030,77467,77896,78151,78390,78161
1499,29033,carroll,missouri,MO,9295,9251,9078,9056,8958,8882,8854,8796
1500,29035,carter,missouri,MO,6265,6329,6270,6339,6282,6276,6207,6169
1501,29037,cass,missouri,MO,99478,99971,100418,100679,100865,101390,102780,103724
1502,29039,cedar,missouri,MO,13982,13911,13909,13775,13788,13788,13886,14073
1503,29041,chariton,missouri,MO,7831,7751,7685,7646,7684,7591,7529,7480
1504,29043,christian,missouri,MO,77422,78634,79654,80624,81840,83085,84159,85432
1505,29045,clark,missouri,MO,7139,7025,6966,6898,6884,6801,6731,6723
1506,29047,clay,missouri,MO,221939,225167,227568,230356,233094,235253,238762,242874
1507,29049,clinton,missouri,MO,20743,20676,20558,20561,20259,20572,20530,20554
1508,29051,cole,missouri,MO,75990,76473,76475,76731,76675,76857,76775,76708
1509,29053,cooper,missouri,MO,17601,17549,17532,17608,17561,17605,17683,17644
1510,29055,crawford,missouri,MO,24696,24789,24757,24507,24610,24485,24232,24102
1511,29057,dade,missouri,MO,7883,7769,7561,7536,7600,7575,7606,7588
1512,29059,dallas,missouri,MO,16777,16693,16701,16465,16342,16343,16380,16673
1513,29061,daviess,missouri,MO,8433,8295,8299,8301,8323,8282,8233,8361
1514,29063,dekalb,missouri,MO,12892,12818,12786,12635,12547,12544,12505,12588
1515,29065,dent,missouri,MO,15657,15581,15620,15705,15600,15621,15425,15480
1516,29067,douglas,missouri,MO,13684,13627,13570,13436,13516,13353,13352,13300
1517,29069,dunklin,missouri,MO,31953,32006,31841,31723,31304,30825,30556,30119
1518,29071,franklin,missouri,MO,101492,101628,101348,101741,101955,102284,102754,103330
1519,29073,gasconade,missouri,MO,15222,15077,14914,14814,14809,14745,14750,14726
1520,29075,gentry,missouri,MO,6738,6817,6764,6731,6752,6653,6637,6665
1521,29077,greene,missouri,MO,275174,277301,280365,283588,285271,287250,287881,289805
1522,29079,grundy,missouri,MO,10261,10249,10329,10345,10177,10004,10080,9949
1523,29081,harrison,missouri,MO,8957,8881,8722,8709,8630,8622,8590,8524
1524,29083,henry,missouri,MO,22272,22227,22201,22094,22030,21710,21617,21718
1525,29085,hickory,missouri,MO,9627,9612,9443,9347,9293,9269,9374,9475
1526,29087,holt,missouri,MO,4912,4838,4679,4590,4530,4483,4479,4413
1527,29089,howard,missouri,MO,10144,10224,10201,10243,10135,10139,10062,10139
1528,29091,howell,missouri,MO,40400,40590,40547,40248,40133,40073,40140,40103
1529,29093,iron,missouri,MO,10630,10628,10556,10470,10374,10211,10147,10226
1530,29095,jackson,missouri,MO,674158,675290,677376,680062,683516,687182,693115,698895
1531,29097,jasper,missouri,MO,117404,118098,115741,116761,117763,118569,119298,120217
1532,29099,jefferson,missouri,MO,218733,219540,219822,220859,222008,223106,223413,223810
1533,29101,johnson,missouri,MO,52595,53411,54324,54320,54194,53643,53651,53897
1534,29103,knox,missouri,MO,4131,4125,4089,4060,3993,3907,3945,3977
1535,29105,laclede,missouri,MO,35571,35635,35451,35625,35505,35442,35427,35443
1536,29107,lafayette,missouri,MO,33381,33215,33064,32835,32633,32626,32542,32641
1537,29109,lawrence,missouri,MO,38634,38488,38369,38096,37908,37993,38224,38434
1538,29111,lewis,missouri,MO,10211,10217,10116,10111,10095,10135,10083,9967
1539,29113,lincoln,missouri,MO,52566,53065,53285,53812,54207,54611,55186,56183
1540,29115,linn,missouri,MO,12761,12587,12475,12317,12310,12281,12140,12194
1541,29117,livingston,missouri,MO,15195,15116,14995,14872,15010,14933,15138,15173
1542,29119,mcdonald,missouri,MO,23083,22881,22966,22638,22832,22699,22767,22828
1543,29121,macon,missouri,MO,15566,15484,15564,15475,15448,15280,15143,15251
1544,29123,madison,missouri,MO,12226,12258,12379,12276,12199,12183,12231,12243
1545,29125,maries,missouri,MO,9176,9192,9043,9057,9030,8968,8874,8867
1546,29127,marion,missouri,MO,28781,28779,28740,28765,28761,28688,28667,28634
1547,29129,mercer,missouri,MO,3785,3773,3708,3664,3683,3660,3658,3678
1548,29131,miller,missouri,MO,24748,24714,24581,24810,24833,24869,24994,25228
1549,29133,mississippi,missouri,MO,14358,14217,14260,14158,14156,13943,13737,13586
1550,29135,moniteau,missouri,MO,15607,15710,15675,15749,15823,15877,16007,16063
1551,29137,monroe,missouri,MO,8840,8678,8688,8766,8733,8633,8637,8612
1552,29139,montgomery,missouri,MO,12236,12209,11975,11858,11731,11586,11477,11438
1553,29141,morgan,missouri,MO,20565,20371,20075,20116,20068,20058,20099,20145
1554,29143,new madrid,missouri,MO,18956,18783,18491,18338,18252,18090,17890,17582
1555,29145,newton,missouri,MO,58114,58540,58627,58379,58131,58164,58219,58290
1556,29147,nodaway,missouri,MO,23370,23414,23311,23141,22987,22629,22492,22472
1557,29149,oregon,missouri,MO,10881,11044,10965,10927,10822,10848,10739,10558
1558,29151,osage,missouri,MO,13878,13882,13821,13655,13617,13520,13596,13662
1559,29153,ozark,missouri,MO,9723,9637,9584,9493,9427,9347,9187,9186
1560,29155,pemiscot,missouri,MO,18296,18195,18086,17784,17579,17428,17102,16826
1561,29157,perry,missouri,MO,18971,19003,18996,19051,19121,19078,19201,19225
1562,29159,pettis,missouri,MO,42201,42131,42293,42197,42206,42305,42280,42558
1563,29161,phelps,missouri,MO,45156,45211,45220,45024,44970,44799,44828,44744
1564,29163,pike,missouri,MO,18516,18664,18558,18610,18502,18400,18504,18567
1565,29165,platte,missouri,MO,89322,90810,92110,93367,94883,96405,98653,101187
1566,29167,polk,missouri,MO,31137,31200,31084,31124,31128,31279,31412,31794
1567,29169,pulaski,missouri,MO,52274,53254,53453,54083,53616,53292,52611,52059
1568,29171,putnam,missouri,MO,4979,4975,4944,4883,4843,4861,4831,4811
1569,29173,ralls,missouri,MO,10167,10266,10219,10157,10268,10161,10228,10224
1570,29175,randolph,missouri,MO,25414,25275,25325,24944,25048,25030,24970,24945
1571,29177,ray,missouri,MO,23494,23321,23056,23040,22911,22770,22721,22855
1572,29179,reynolds,missouri,MO,6696,6569,6553,6458,6405,6297,6370,6275
1573,29181,ripley,missouri,MO,14100,14133,14021,13980,13926,13784,13781,13564
1574,29183,st. charles,missouri,MO,360485,365405,369057,374327,379911,385038,390795,395504
1575,29185,st. clair,missouri,MO,9805,9693,9529,9488,9431,9408,9293,9362
1576,29186,ste. genevieve,missouri,MO,18145,18182,17858,17945,17926,17815,17880,17843
1577,29187,st. francois,missouri,MO,65359,65576,65798,66106,65794,66242,66393,66705
1578,29189,st. louis,missouri,MO,998954,999308,1000502,1000659,1000967,1001127,998216,996726
1579,29195,saline,missouri,MO,23370,23336,23479,23224,23277,23035,22852,22660
1580,29197,schuyler,missouri,MO,4431,4388,4386,4370,4389,4492,4491,4508
1581,29199,scotland,missouri,MO,4843,4834,4865,4892,4837,4814,4908,4963
1582,29201,scott,missouri,MO,39191,39127,39144,39190,38852,38982,38723,38541
1583,29203,shannon,missouri,MO,8441,8417,8338,8294,8299,8279,8244,8249
1584,29205,shelby,missouri,MO,6373,6236,6217,6153,6093,6101,6051,6021
1585,29207,stoddard,missouri,MO,29968,29847,29814,29797,29786,29734,29483,29369
1586,29209,stone,missouri,MO,32202,32112,31890,31654,31445,31315,31534,31699
1587,29211,sullivan,missouri,MO,6714,6661,6555,6497,6473,6369,6343,6229
1588,29213,taney,missouri,MO,51675,52622,52888,53258,53875,54301,54749,55355
1589,29215,texas,missouri,MO,26008,25913,25777,25670,25652,25662,25852,25735
1590,29217,vernon,missouri,MO,21159,20983,20801,20841,20860,20631,20554,20437
1591,29219,warren,missouri,MO,32513,32574,32710,32955,33147,33479,33815,34373
1592,29221,washington,missouri,MO,25195,25094,25079,25135,25069,24784,24832,25022
1593,29223,wayne,missouri,MO,13521,13412,13395,13463,13464,13416,13207,13296
1594,29225,webster,missouri,MO,36202,36381,36384,36559,36975,37527,38065,38665
1595,29227,worth,missouri,MO,2171,2120,2081,2081,2056,2044,2028,2057
1596,29229,wright,missouri,MO,18815,18643,18629,18408,18277,18228,18275,18331
1597,29510,st. louis city,missouri,MO,319294,319102,319363,318575,317732,316257,313144,308626
1598,30001,beaverhead,montana,MT,9246,9205,9356,9301,9333,9288,9444,9434
1599,30003,big horn,montana,MT,12865,13054,12996,13116,13327,13277,13371,13360
1600,30005,blaine,montana,MT,6491,6573,6656,6596,6650,6618,6657,6708
1601,30007,broadwater,montana,MT,5612,5729,5763,5681,5657,5715,5788,5936
1602,30009,carbon,montana,MT,10078,10090,10135,10324,10423,10389,10498,10696
1603,30011,carter,montana,MT,1160,1136,1157,1153,1151,1147,1177,1222
1604,30013,cascade,montana,MT,81327,81674,81596,82119,81991,81829,81488,81654
1605,30015,chouteau,montana,MT,5813,5808,5930,5843,5889,5767,5794,5765
1606,30017,custer,montana,MT,11699,11755,11795,11864,12002,12069,11821,11721
1607,30019,daniels,montana,MT,1751,1761,1775,1776,1795,1748,1734,1737
1608,30021,dawson,montana,MT,8966,9022,9229,9374,9494,9558,9243,8950
1609,30023,deer lodge,montana,MT,9298,9278,9213,9254,9118,9108,9069,9106
1610,30025,fallon,montana,MT,2890,2930,3026,3046,3110,3170,3091,3009
1611,30027,fergus,montana,MT,11586,11454,11386,11450,11311,11285,11300,11291
1612,30029,flathead,montana,MT,90928,91236,91576,92835,94468,95738,97693,100000
1613,30031,gallatin,montana,MT,89513,91295,92506,94421,97029,100334,104072,107810
1614,30033,garfield,montana,MT,1206,1254,1244,1254,1275,1284,1308,1293
1615,30035,glacier,montana,MT,13399,13568,13667,13770,13686,13622,13669,13640
1616,30037,golden valley,montana,MT,884,830,827,846,841,818,815,822
1617,30039,granite,montana,MT,3079,3084,3048,3069,3146,3164,3292,3358
1618,30041,hill,montana,MT,16096,16385,16390,16520,16486,16423,16446,16463
1619,30043,jefferson,montana,MT,11406,11371,11317,11435,11478,11553,11770,11891
1620,30045,judith basin,montana,MT,2072,2009,2004,2000,1984,1931,1949,1961
1621,30047,lake,montana,MT,28746,28968,29014,29051,29138,29416,29711,30273
1622,30049,lewis and clark,montana,MT,63395,64242,64722,65140,65605,66138,66792,67773
1623,30051,liberty,montana,MT,2339,2377,2392,2360,2348,2393,2428,2427
1624,30053,lincoln,montana,MT,19687,19621,19482,19406,19157,19014,19230,19440
1625,30055,mccone,montana,MT,1734,1709,1700,1714,1714,1699,1739,1718
1626,30057,madison,montana,MT,7691,7643,7664,7665,7777,7922,7969,8175
1627,30059,meagher,montana,MT,1891,1877,1887,1903,1854,1819,1842,1851
1628,30061,mineral,montana,MT,4223,4212,4121,4221,4186,4184,4125,4255
1629,30063,missoula,montana,MT,109299,110172,111016,111575,112462,113780,115896,117441
1630,30065,musselshell,montana,MT,4538,4746,4692,4665,4630,4617,4636,4639
1631,30067,park,montana,MT,15636,15506,15590,15691,15901,15963,16098,16353
1632,30069,petroleum,montana,MT,494,496,510,510,494,480,498,523
1633,30071,phillips,montana,MT,4253,4191,4116,4153,4165,4141,4116,4119
1634,30073,pondera,montana,MT,6153,6189,6153,6204,6128,6084,6028,5960
1635,30075,powder river,montana,MT,1743,1738,1753,1753,1777,1767,1752,1752
1636,30077,powell,montana,MT,7027,7077,7075,6950,6876,6793,6848,6795
1637,30079,prairie,montana,MT,1179,1139,1140,1160,1121,1137,1166,1109
1638,30081,ravalli,montana,MT,40212,40357,40563,40643,40723,41131,41876,42563
1639,30083,richland,montana,MT,9746,10142,10779,11153,11532,11894,11408,11039
1640,30085,roosevelt,montana,MT,10425,10493,10850,11087,11280,11405,11219,11098
1641,30087,rosebud,montana,MT,9233,9331,9355,9294,9315,9339,9265,9248
1642,30089,sanders,montana,MT,11413,11392,11366,11300,11305,11286,11466,11711
1643,30091,sheridan,montana,MT,3384,3418,3549,3624,3651,3652,3596,3469
1644,30093,silver bow,montana,MT,34200,34374,34451,34435,34578,34488,34467,34602
1645,30095,stillwater,montana,MT,9117,9176,9187,9263,9238,9422,9367,9419
1646,30097,sweet grass,montana,MT,3651,3585,3582,3655,3637,3619,3628,3691
1647,30099,teton,montana,MT,6073,6057,6056,6037,6018,6050,6012,6085
1648,30101,toole,montana,MT,5324,5151,5216,5118,5113,5076,4961,4886
1649,30103,treasure,montana,MT,718,713,722,693,689,685,685,679
1650,30105,valley,montana,MT,7369,7458,7497,7614,7613,7608,7537,7433
1651,30107,wheatland,montana,MT,2168,2132,2090,2123,2081,2084,2111,2140
1652,30109,wibaux,montana,MT,1017,981,1034,1101,1085,1072,1047,1020
1653,30111,yellowstone,montana,MT,147972,149702,151606,153613,155096,156324,157648,158980
1654,31001,adams,nebraska,NE,31364,31206,31369,31547,31387,31549,31657,31678
1655,31003,antelope,nebraska,NE,6685,6620,6550,6471,6422,6419,6356,6362
1656,31005,arthur,nebraska,NE,460,468,479,454,452,452,470,457
1657,31007,banner,nebraska,NE,690,656,685,679,669,715,724,742
1658,31009,blaine,nebraska,NE,478,475,498,470,490,477,469,482
1659,31011,boone,nebraska,NE,5505,5408,5430,5399,5361,5317,5358,5352
1660,31013,box butte,nebraska,NE,11308,11295,11265,11297,11300,11327,11192,10886
1661,31015,boyd,nebraska,NE,2099,2078,2060,2016,2021,2002,1980,1977
1662,31017,brown,nebraska,NE,3145,3098,3052,2959,2974,2982,2984,3014
1663,31019,buffalo,nebraska,NE,46102,46843,47668,48050,48261,48743,49382,49732
1664,31021,burt,nebraska,NE,6858,6780,6679,6568,6544,6535,6547,6535
1665,31023,butler,nebraska,NE,8395,8254,8251,8230,8178,8057,8005,8053
1666,31025,cass,nebraska,NE,25241,25235,25124,25293,25393,25398,25594,25889
1667,31027,cedar,nebraska,NE,8852,8750,8697,8624,8542,8514,8595,8530
1668,31029,chase,nebraska,NE,3966,3986,4020,3978,3993,3987,3954,3971
1669,31031,cherry,nebraska,NE,5713,5730,5731,5754,5740,5817,5829,5818
1670,31033,cheyenne,nebraska,NE,9998,9988,10073,10066,10115,10138,10066,9676
1671,31035,clay,nebraska,NE,6542,6454,6385,6359,6314,6291,6149,6205
1672,31037,colfax,nebraska,NE,10515,10578,10568,10461,10666,10707,10659,10585
1673,31039,cuming,nebraska,NE,9139,9121,9089,9013,9032,9109,9001,9042
1674,31041,custer,nebraska,NE,10939,10906,10847,10832,10777,10835,10837,10897
1675,31043,dakota,nebraska,NE,21006,20823,20744,20802,20611,20644,20401,20186
1676,31045,dawes,nebraska,NE,9182,9201,9133,9065,9026,8965,8912,8890
1677,31047,dawson,nebraska,NE,24326,24243,24022,24073,24048,23971,23823,23709
1678,31049,deuel,nebraska,NE,1941,1960,1961,1923,1928,1911,1868,1883
1679,31051,dixon,nebraska,NE,6000,5995,5887,5807,5755,5765,5744,5754
1680,31053,dodge,nebraska,NE,36691,36929,36592,36508,36591,36505,36567,36707
1681,31055,douglas,nebraska,NE,517110,524458,531298,537527,543570,549919,555894,561620
1682,31057,dundy,nebraska,NE,2008,1976,1981,1958,1867,1774,1815,1801
1683,31059,fillmore,nebraska,NE,5890,5826,5715,5636,5604,5554,5640,5582
1684,31061,franklin,nebraska,NE,3225,3204,3182,3065,3049,2979,3012,2990
1685,31063,frontier,nebraska,NE,2756,2714,2719,2716,2722,2631,2650,2631
1686,31065,furnas,nebraska,NE,4959,4917,4884,4832,4855,4832,4771,4780
1687,31067,gage,nebraska,NE,22311,21906,21653,21726,21533,21690,21609,21601
1688,31069,garden,nebraska,NE,2057,2062,1983,1923,1909,1916,1911,1906
1689,31071,garfield,nebraska,NE,2049,2011,1995,2023,2000,2015,2001,2016
1690,31073,gosper,nebraska,NE,2044,1991,2080,2017,2004,2025,2023,2028
1691,31075,grant,nebraska,NE,614,634,625,633,626,646,664,649
1692,31077,greeley,nebraska,NE,2538,2535,2464,2483,2483,2434,2405,2374
1693,31079,hall,nebraska,NE,58607,59549,60187,60613,61202,61300,61530,61519
1694,31081,hamilton,nebraska,NE,9124,9076,9040,9123,9103,9142,9170,9207
1695,31083,harlan,nebraska,NE,3423,3441,3418,3502,3482,3454,3462,3443
1696,31085,hayes,nebraska,NE,967,952,919,945,910,914,891,893
1697,31087,hitchcock,nebraska,NE,2908,2861,2878,2855,2882,2886,2844,2834
1698,31089,holt,nebraska,NE,10435,10442,10376,10384,10367,10279,10235,10202
1699,31091,hooker,nebraska,NE,736,743,718,731,722,714,691,674
1700,31093,howard,nebraska,NE,6274,6295,6298,6337,6352,6382,6419,6437
1701,31095,jefferson,nebraska,NE,7547,7550,7533,7511,7300,7212,7178,7178
1702,31097,johnson,nebraska,NE,5217,5216,5185,5163,5220,5224,5208,5185
1703,31099,kearney,nebraska,NE,6489,6546,6508,6486,6590,6559,6569,6530
1704,31101,keith,nebraska,NE,8368,8239,8222,8159,8174,8136,8106,8072
1705,31103,keya paha,nebraska,NE,824,820,798,791,796,798,795,793
1706,31105,kimball,nebraska,NE,3821,3807,3803,3695,3725,3715,3684,3619
1707,31107,knox,nebraska,NE,8701,8574,8573,8556,8476,8473,8501,8472
1708,31109,lancaster,nebraska,NE,285407,290043,293667,297528,302852,306500,310548,314358
1709,31111,lincoln,nebraska,NE,36288,36035,35983,35950,35641,35499,35474,35280
1710,31113,logan,nebraska,NE,763,779,785,777,767,791,797,768
1711,31115,loup,nebraska,NE,632,616,605,587,596,606,616,609
1712,31117,mcpherson,nebraska,NE,539,552,510,529,511,490,505,499
1713,31119,madison,nebraska,NE,34876,35014,35103,35178,35079,34975,34935,35144
1714,31121,merrick,nebraska,NE,7845,7755,7840,7826,7785,7802,7849,7882
1715,31123,morrill,nebraska,NE,5042,4985,4935,4926,4924,4935,4892,4836
1716,31125,nance,nebraska,NE,3735,3731,3673,3559,3528,3575,3577,3607
1717,31127,nemaha,nebraska,NE,7248,7237,7150,7149,7126,6999,6981,6949
1718,31129,nuckolls,nebraska,NE,4500,4447,4430,4384,4347,4316,4268,4275
1719,31131,otoe,nebraska,NE,15740,15745,15697,15700,15793,15872,15984,16027
1720,31133,pawnee,nebraska,NE,2773,2791,2791,2750,2726,2690,2711,2641
1721,31135,perkins,nebraska,NE,2970,2947,2932,2893,2879,2938,2906,2903
1722,31137,phelps,nebraska,NE,9188,9143,9213,9182,9167,9222,9184,9060
1723,31139,pierce,nebraska,NE,7266,7192,7187,7180,7206,7195,7156,7138
1724,31141,platte,nebraska,NE,32237,32522,32693,32630,32759,32864,32946,33175
1725,31143,polk,nebraska,NE,5406,5340,5269,5247,5268,5174,5202,5328
1726,31145,red willow,nebraska,NE,11055,11048,11044,11056,10898,10884,10783,10728
1727,31147,richardson,nebraska,NE,8363,8341,8283,8132,8108,8020,7998,7969
1728,31149,rock,nebraska,NE,1526,1480,1426,1441,1449,1417,1412,1436
1729,31151,saline,nebraska,NE,14200,14336,14435,14332,14310,14249,14295,14441
1730,31153,sarpy,nebraska,NE,158840,162595,165720,169095,171889,175190,178328,181439
1731,31155,saunders,nebraska,NE,20780,20842,20799,20880,20869,20963,20995,21057
1732,31157,scotts bluff,nebraska,NE,36970,36958,36911,36855,36468,36305,36553,36363
1733,31159,seward,nebraska,NE,16750,16703,16897,16994,17006,16981,17085,17161
1734,31161,sheridan,nebraska,NE,5469,5360,5329,5209,5253,5215,5239,5289
1735,31163,sherman,nebraska,NE,3152,3101,3078,3061,3034,3036,3025,3086
1736,31165,sioux,nebraska,NE,1311,1319,1323,1330,1321,1276,1262,1203
1737,31167,stanton,nebraska,NE,6129,6175,6090,6088,6096,5943,5987,5988
1738,31169,thayer,nebraska,NE,5228,5168,5144,5179,5213,5130,5099,5045
1739,31171,thomas,nebraska,NE,647,698,701,705,701,693,722,725
1740,31173,thurston,nebraska,NE,6940,6904,6926,6875,6963,7073,7140,7223
1741,31175,valley,nebraska,NE,4260,4228,4216,4182,4207,4152,4181,4209
1742,31177,washington,nebraska,NE,20234,20274,20305,20213,20289,20277,20568,20721
1743,31179,wayne,nebraska,NE,9595,9453,9506,9445,9424,9403,9453,9318
1744,31181,webster,nebraska,NE,3812,3757,3734,3643,3645,3591,3582,3524
1745,31183,wheeler,nebraska,NE,818,815,797,778,786,778,803,818
1746,31185,york,nebraska,NE,13665,13787,13841,13858,13924,13810,13761,13806
1747,32001,churchill,nevada,NV,24877,24618,24278,23958,23883,24024,24016,24230
1748,32003,clark,nevada,NV,1951269,1966521,1996290,2026056,2064991,2110330,2156724,2204079
1749,32005,douglas,nevada,NV,46997,46984,46936,46971,47434,47501,47947,48309
1750,32007,elko,nevada,NV,48818,49489,51053,52445,52657,51849,52283,52649
1751,32009,esmeralda,nevada,NV,783,771,793,849,826,829,828,850
1752,32011,eureka,nevada,NV,1987,1977,1992,2050,1989,2030,1940,1961
1753,32013,humboldt,nevada,NV,16528,16667,17107,17396,17273,17072,16873,16826
1754,32015,lander,nevada,NV,5775,5847,5932,6077,5991,5909,5765,5693
1755,32017,lincoln,nevada,NV,5345,5271,5376,5273,5201,5138,5178,5223
1756,32019,lyon,nevada,NV,51980,51399,50998,51124,51384,52032,52854,54122
1757,32021,mineral,nevada,NV,4772,4639,4674,4571,4486,4443,4396,4457
1758,32023,nye,nevada,NV,43946,44002,43632,42924,42904,43052,43399,44202
1759,32027,pershing,nevada,NV,6753,6615,6757,6849,6711,6629,6606,6508
1760,32029,storey,nevada,NV,4010,3902,3835,3790,3798,3872,3989,4006
1761,32031,washoe,nevada,NV,421407,424634,428377,432373,438009,444358,452429,460587
1762,32033,white pine,nevada,NV,10030,10131,10018,10050,10038,9866,9744,9592
1763,32510,carson city,nevada,NV,55274,54703,54362,53791,54155,54123,54283,54745
1764,33001,belknap,new hampshire,NH,60088,60265,60327,60106,60172,60248,60606,60785
1765,33003,carroll,new hampshire,NH,47818,47668,47657,47470,47369,47320,47399,48064
1766,33005,cheshire,new hampshire,NH,77117,76874,76802,76590,76263,76036,75697,75960
1767,33007,coos,new hampshire,NH,33055,32501,31973,31946,32770,32322,31923,31634
1768,33009,grafton,new hampshire,NH,89118,89066,89251,89447,89425,88831,89311,89386
1769,33011,hillsborough,new hampshire,NH,400721,401829,402715,403371,405062,406009,407718,409697
1770,33013,merrimack,new hampshire,NH,146445,146704,146762,147058,147542,147843,148133,149216
1771,33015,rockingham,new hampshire,NH,295223,295963,297782,298993,300962,302156,303922,306363
1772,33017,strafford,new hampshire,NH,123143,123976,124445,124622,126003,126253,127270,128613
1773,33019,sullivan,new hampshire,NH,43742,43499,43209,43019,43116,43116,43036,43077
1774,34001,atlantic,new jersey,NJ,274549,275107,275732,275954,274842,273088,270830,269918
1775,34003,bergen,new jersey,NJ,905116,914233,921035,927202,933348,938255,942387,948406
1776,34005,burlington,new jersey,NJ,448734,450486,451256,449858,450318,448844,448342,448596
1777,34007,camden,new jersey,NJ,513657,513180,512827,511798,510913,510809,510741,510719
1778,34009,cape may,new jersey,NJ,97265,96561,96387,95704,95146,94421,93920,93553
